id_catalogo,nombre_cat,categoria,super_1,nombre_1,super_2,nombre_2
CAT-8274,Bolsita De Manzana Platano Y Fresa Nestle Cool Fruits Sin Azucar Anadido 110 G,Despensa,Mercadona,"Aceite de oliva 0,4º Hacendado",DIA,"Alimento infantil con puré de manzana, fresa, plátano y avena Nestlé bolsa 90 g"
CAT-8274,Bolsita De Manzana Platano Y Fresa Nestle Cool Fruits Sin Azucar Anadido 110 G,Despensa,DIA,"Alimento infantil con puré de manzana, fresa, plátano y avena Nestlé bolsa 90 g",Carrefour,Bolsita De Manzana Platano Y Fresa Nestle Cool Fruits Sin Azucar Anadido 110 G
CAT-8282,Pizza De Espinacas Ristorante Dr Oetker 390 G,Congelados,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pizza De Espinacas Ristorante Dr Oetker 390 G
CAT-8505,Quitamanchas Sin Manchas Sin Olores Kh 7 750 Ml,Hogar,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Carrefour,Quitamanchas Sin Manchas Sin Olores Kh 7 750 Ml
CAT-8718,Discos Wc Hibiscus Hyperspace Recambio Pato 2 Ud,Sin categoría,Mercadona,Colgador WC Dália Bosque Verde,Carrefour,Discos Wc Hibiscus Hyperspace Recambio Pato 2 Ud
CAT-8739,Minipizza Cremosa Al Jamon Buitoni 270 G ,Congelados,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Minipizza Cremosa Al Jamon Buitoni 270 G 
CAT-8803,Filete De Panga Sin Piel Exkimo 480 G,Sin categoría,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Carrefour,Filete De Panga Sin Piel Exkimo 480 G
CAT-9361,Bolsas Multiusos Con Cierre Cremallera Zipper 3L Albal 8 Ud,Sin categoría,Mercadona,"Leche corporal nutritiva Nivea con ácido hialurónico, aceite de almendras y sérum de nutrición profunda",Carrefour,Bolsas Multiusos Con Cierre Cremallera Zipper 3L Albal 8 Ud
CAT-9445,Pizza De Jamon Y Queso Fina Y Crujiente Forno Di Pietra Buitoni 350 G,Lácteos y Huevos,Mercadona,"Aceite de oliva 0,4º Hacendado",Alcampo,BUITONI Forno di piertra Pizza de jamón y queso con masa fina y crujiente 350 g.
CAT-4313,Pienso De Salmon Para Perro Mini Ultima 125 Kg,Pescadería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Salmon Para Perro Mini Ultima 125 Kg
CAT-9866,Comida Humeda Seleccion Carnes Mixtas En Salsa Para Perro Cesar Pack De 4 Unidades De 100 G,Despensa,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Comida Humeda Seleccion Carnes Mixtas En Salsa Para Perro Cesar Pack De 4 Unidades De 100 G
CAT-9912,Pizza 4 Quesos Rustica Dr Oetker 555 G,Lácteos y Huevos,Mercadona,Polvos voluminizador para el cabello Volum Fix Deliplus mate fijación 4,Carrefour,Pizza 4 Quesos Rustica Dr Oetker 555 G
CAT-4452,Chupete Fusion Con Tetina Fisiologica De Silicona  2 4 Meses Suavinex 2 Ud,Sin categoría,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Chupete Fusion Con Tetina Fisiologica De Silicona 4 18 Meses Suavinex 2 Ud
CAT-4535,Comida Humeda En Delicada Gelatina Para Perro Senior Cesar Pack De 4 Unidades De 150 G,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Comida Humeda En Delicada Gelatina Para Perro Senior Cesar Pack De 4 Unidades De 150 G
CAT-5158,Snacks Dental Para Perros Grandes Pedigree Dentastix Pack De 7 Unidades,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",DIA,Snack para perros dentaxtix grandes Pedigree Dentastix bolsa 154 g
CAT-5201,Pienso De Buey Y Trigo Para Gato Adulto Esterilizado Purina One 15 Kg,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Alcampo,"PURINA ONE Pienso para gatos adultos esterilizados a base de buey 1,5 kg."
CAT-5530,Empapador Para Cachorros 60X90 Cm Cocosi Pack De 10 Uds,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Empapador Para Cachorros 60X90 Cm Cocosi Pack De 10 Uds
CAT-5511,Comida Humeda Seleccion Clasicos Para Perro Cesar Pack De 8 Unidades De 150 G,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Comida Humeda Seleccion Clasicos Para Perro Cesar Pack De 8 Unidades De 150 G
CAT-5882,Comida Humeda Delicias Del Oceano Para Gato Adulto Purina Gourmet Perle 4X85 G,Mascotas,Mercadona,Licor dulce Amaretto Del Patriarca,Carrefour,Comida Humeda Delicias Del Oceano Para Gato Adulto Purina Gourmet Perle 4X85 G
CAT-6375,Comida Humeda Seleccion Clasicos Para Perro Cesar Pack De 4 Unidades De 150 G,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Comida Humeda Seleccion Clasicos Para Perro Cesar Pack De 4 Unidades De 150 G
CAT-6388,Pienso Esterilizado De Pollo Para Gato Brekkies 3 Kg,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",DIA,Alimento para gatos esterilizados con pollo Brekkies bolsa 3 Kg
CAT-6536,Pienso Esterilizado De Pollo Para Gatos Adultos Ultima Pro  11 Kg,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso Esterilizado De Pollo Para Gatos Adultos Ultima Pro  11 Kg
CAT-6537,Pienso Esterilizado De Salmon Para Gatos Adultos Ultima Pro  11 Kg,Pescadería,Mercadona,"Aceite de oliva 0,4º Hacendado",DIA,Alimento para gatos esterilizados con salmón Ultima Pro+ bolsa 375 g
CAT-6732,Banador Panal Agatha Ruiz De La Prada Ts 7 Kg 13 Kg 12 Ud,Bebes,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Banador Panal Agatha Ruiz De La Prada Ts 7 Kg 13 Kg 12 Ud
CAT-6896,Barritas De Miel Para Agapornis Vitakraft ,Desayuno y Snack,Mercadona,Aceite de oliva 1º Hacendado,Carrefour,Barritas De Miel Para Agapornis Vitakraft 
CAT-7107,Snacks De Pollo Para Perros Cachorros Pedigree Tasty Minis Junior 125 G,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Snacks De Pollo Para Perros Cachorros Pedigree Tasty Minis Junior 125 G
CAT-7358,Pienso De Buey Para Perro Frolic 15 Kg,Mascotas,Mercadona,Vino tinto tempranillo Cepas Viejas Señorío de los Llanos DO Valdepeñas,Carrefour,Pienso De Buey Para Perro Frolic 15 Kg
CAT-9921,Pan De Molde Integral Warburtons 800 G,Panadería y Pastelería,Mercadona,Vino tinto tempranillo Cepas Viejas Señorío de los Llanos DO Valdepeñas,Carrefour,Pan De Molde Integral Warburtons 800 G
CAT-9848,Vino Blanco Verdejo Marques De Caceres Do Rueda 75 Cl,Bebidas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Vino Blanco Verdejo Marques De Caceres Do Rueda 75 Cl
CAT-9968,Perejil Liso Fresco Manojo De 20 G,Frutas y Verduras,Mercadona,Aceite de oliva virgen extra Hacendado Gran Selección,Carrefour,Perejil Liso Fresco Manojo De 20 G
CAT-9863,Pienso De Pollo Para Gato Junior Ultima 15 Kg,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Pollo Para Gato Junior Ultima 15 Kg
CAT-7794,Pienso De Pescado Del Oceano Y Verduras Para Gato Adulto Purina Friskies 15 Kg,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Pescado Del Oceano Y Verduras Para Gato Adulto Purina Friskies 15 Kg
CAT-9939,Arroz Basmati Tilda 1 Kg,Despensa,Mercadona,Pañales bebé talla 1 de 2-5 kg Dodot,DIA,Arroz basmati Tilda 1 Kg
CAT-8021,Pienso De Salmon Para Gato Adulto Ultima Cat 25 Kg,Pescadería,Mercadona,"Aceite de oliva 0,4º Hacendado",DIA,Alimento para gatos adultos sabor salmón Ultima bolsa 750 g
CAT-9956,Ambientador Electrico Flores Elegantes 3Volution Recambio Ambi Pur 1 Ud,Hogar,Mercadona,Vela de cumpleaños 1 Hacendado,Carrefour,Ambientador Electrico Flores Elegantes 3Volution Recambio Ambi Pur 1 Ud
CAT-9947,Friegasuelos Flor Delicada Don Limpio 15 L ,Hogar,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Carrefour,Friegasuelos Flor Delicada Don Limpio 15 L 
CAT-9949,Compresas Para Incontinencia De Orina Proteccion Completa Extra Discreet Ausonia 20 Ud,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Compresas Para Incontinencia De Orina Proteccion Completa Extra Discreet Ausonia 20 Ud
CAT-9928,Palitos Trenzpollo 8 Ud Crf P,Carnicería y Charcutería,Mercadona,Papilla 8 cereales con galleta María Nestlé +6 meses,Carrefour,Palitos Trenzpollo 8 Ud Crf P
CAT-9914,Desinfectante En Spray Hogar Y Tejidos Sanytol 300 Ml,Hogar,Mercadona,Clavo en grano Hacendado,Carrefour,Desinfectante En Spray Hogar Y Tejidos Sanytol 300 Ml
CAT-9892,Salchichas Big Pollo El Pozo Sin Gluten Pack De 3 Unidades De 200 G,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Salchichas Big Pollo El Pozo Sin Gluten Pack De 3 Unidades De 200 G
CAT-9865,Comida Humeda Seleccion Carnes Mixtas En Gelatina Para Perro Cesar Pack De 4 Unidades De 100 G,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Comida Humeda Seleccion Carnes Mixtas En Gelatina Para Perro Cesar Pack De 4 Unidades De 100 G
CAT-9891,Detergente Gel Activo Formula Higiene Colon 74 Lavados,Hogar,Mercadona,Gel corporal infantil Deliplus,Carrefour,Detergente Gel Activo Formula Higiene Colon 45 Lavados
CAT-7103,Snacks De Pollo Y Bacon Para Perro Pedigree Rodeo Duos 123 G,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Snacks De Pollo Y Bacon Para Perro Pedigree Rodeo Duos 123 G
CAT-9909,Detergente En Polvo Activo Profesional Colon 135 Lavados,Hogar,Mercadona,Clavo en grano Hacendado,Carrefour,Detergente En Polvo Activo Profesional Colon 135 Lavados
CAT-9967,Boniato Ecologico 650 G,Frutas y Verduras,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Boniato Ecologico 650 G
CAT-8101,Comida Humeda En Salsa De Aves Para Gatos Delices Du Jour Sheba 6 Sobres De 50 G,Despensa,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Comida Humeda En Salsa De Aves Para Gatos Delices Du Jour Sheba 6 Sobres De 50 G
CAT-8311,Pienso De Pollo Para Perro Mediano Grande Dream Excellence 3 Kg,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Pollo Para Perro Mediano Grande Dream Excellence 3 Kg
CAT-9141,Comida Humeda En Gelatina Festin De Sabores Para Gato Purina Felix Fantastic 4X85 G,Bebidas,Mercadona,"Aceite de oliva 0,4º Hacendado",Alcampo,FELIX Comida para gatos húmeda tiernos trocitos en gelatina FELIX FANTASTIC 12 uds. x 85 g.
CAT-9923,Croissant Frankfurt Campofrio 1 Ud,Panadería y Pastelería,Mercadona,Detergente ropa todo en 1 frescor floral Ariel Pods en cápsulas,Carrefour,Croissant Frankfurt Campofrio 1 Ud
CAT-9084,Snacks Dental Para Perros Medianos Pedigree Dentastix Pack De 28 Unidades,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Snacks Dental Para Perros Medianos Pedigree Dentastix Pack De 28 Unidades
CAT-9173,Pants Huggies T5 12 17 Kg 32 Ud,Sin categoría,Mercadona,Natillas sabor vainilla +Proteínas Hacendado 12 g proteínas,Carrefour,Pants Huggies T5 12 17 Kg 32 Ud
CAT-9337,Pienso De Buey Para Perro Adulto Mini Purina Friskies Menu 3 Kg,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Buey Para Perro Adulto Mini Purina Friskies Menu 3 Kg
CAT-9802,Pechuga De Pavo En Lonchas Campofrio 170 G Aprox,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",DIA,Pechuga de pavo Campofrío 70 g
CAT-9580,Pienso De Pollo Para Gatos Junior Purina One 15 Kg,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Alcampo,"PURINA ONE Pienso para gatos completo junior rico en pollo 1,5 kg."
CAT-9879,Spray Elimina Piojos Y Liendres Fullmarks 150 Ml,Sin categoría,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Carrefour,Spray Elimina Piojos Y Liendres Fullmarks 150 Ml
CAT-9881,Cinta Dental Con Fluor Y Menta Vitis 2 Ud,Sin categoría,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Carrefour,Cinta Dental Con Fluor Y Menta Vitis 2 Ud
CAT-9867,Comida Humeda Seleccion Recetas Campesinas Para Perro Cesar Pack De 8 Unidades De 150 G,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Comida Humeda Seleccion Recetas Campesinas Para Perro Cesar Pack De 8 Unidades De 150 G
CAT-9887,Fosforos Medianos Tres Estrellas Pack De 3 Ud,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Fosforos Medianos Tres Estrellas Pack De 3 Ud
CAT-9870,Snack Crema De Leche Con Queso Para Gatos Pequenos Vitakraft 70 G,Lácteos y Huevos,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Snack Crema De Leche Con Queso Para Gatos Pequenos Vitakraft 70 G
CAT-9884,Kefir Pastoret Sin Gluten 500 G,Lácteos y Huevos,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,DIA,Kéfir Pastoret tarrina 500 g
CAT-9875,Gel De Ducha Urea Instituto Espanol 1250 Ml,Cuidado personal e Higiene,Mercadona,Aceite de oliva 1º Hacendado,DIA,Gel de ducha aloe vera Instituto Español 1.25 L
CAT-9970,Supremas De Atun Congelado Findus 230 G,Sin categoría,Mercadona,Mostaza de Dijon Hacendado,Carrefour,Supremas De Atun Congelado Findus 230 G
CAT-1283,Pistacho tostado 0% sal añadida,Desayuno y Snack,Mercadona,Pistacho tostado Hacendado 0% sal añadida,Carrefour,Pistachos Tostados Sin Sal Anadida Carrefour 150 G
CAT-8804,Control De Las Grasas Pronutri Sin Gluten 30 Ud,Bebidas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Control De Las Grasas Pronutri Sin Gluten 30 Ud
CAT-6182,Roll On Arnica Para Golpes Topeto 15 Ml,Sin categoría,Mercadona,Preservativos natural On,Carrefour,Roll On Arnica Para Golpes Topeto 15 Ml
CAT-5378,Cepillo Dental Suave Lacer 2 Ud,Cuidado personal e Higiene,Mercadona,Maquinillas depilación desechables Deliplus Body 2 hojas,Carrefour,Cepillo Dental Suave Lacer 2 Ud
CAT-8141,Colutorio Diario Formula De Accion Blanqueadora Con Fluor Sin Alcohol Sabor Menta Lacer Blanc 500 Ml,Cuidado personal e Higiene,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Colutorio Diario Formula De Accion Blanqueadora Con Fluor Sin Alcohol Sabor Menta Lacer Blanc 500 Ml
CAT-9873,Valeriana Forte En Comprimidos Kneipp Sin Gluten Sin Lactosa 30 Ud,Sin categoría,Mercadona,Clavo en grano Hacendado,Carrefour,Valeriana Forte En Comprimidos Kneipp Sin Gluten Sin Lactosa 30 Ud
CAT-8836,Suero Fisiologico Pack De 2 Unidades 30 Monodosis De 5 Ml,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Suero Fisiologico Pack De 2 Unidades 30 Monodosis De 5 Ml
CAT-7889,Dentifrico Proteccion Bucodental Integral De Dientes Y Encias Triple Accion Lacer Oros Pack De 2 Unidades De 125 Ml,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Dentifrico Proteccion Bucodental Integral De Dientes Y Encias Triple Accion Lacer Oros Pack De 2 Unidades De 125 Ml
CAT-6280,Cepillo De Dientes Medio Phb 2 Ud,Cuidado personal e Higiene,Mercadona,Aceite de oliva virgen extra Hacendado Gran Selección,Carrefour,Cepillo De Dientes Medio Phb 2 Ud
CAT-7797,Infusion Instantanea Blevit Noches Felices 150 G,Desayuno y Snack,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Infusion Instantanea Blevit Noches Felices 150 G
CAT-8805,Pelo Piel Y Unas Pronutri Sin Gluten 30 Ud,Bebidas,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Carrefour,Pelo Piel Y Unas Pronutri Sin Gluten 30 Ud
CAT-9764,Solucion Unica Con Antideposito De Proteinas Para Lentes De Contacto Blandas Novalens 500 Ml,Sin categoría,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Solucion Unica Con Antideposito De Proteinas Para Lentes De Contacto Blandas Novalens 500 Ml
CAT-8225,Papilla Infantil Desde 6 Meses Gerber Multicereales Galleta Sin Azucar Anadido 510 G,Despensa,Mercadona,Spaghetti sin gluten Felicia,Carrefour,Papilla Infantil Desde 6 Meses Gerber Multicereales Galleta Sin Azucar Anadido 510 G
CAT-7900,Suero Fisiologico Senti2 Pack 30 Monodosis De 5 Ml,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Suero Fisiologico Senti2 Pack 30 Monodosis De 5 Ml
CAT-5782,Cepillo Interdental Super Micro Interprox 6 Ud,Cuidado personal e Higiene,Mercadona,6 Panes de leche 3%,Carrefour,Cepillo Interdental Super Micro Interprox 6 Ud
CAT-7749,Cepillo Interdental Conico Interprox 6 Ud,Cuidado personal e Higiene,Mercadona,Maquinilla de afeitar recargable Deliplus Precision System 6 hojas,Carrefour,Cepillo Interdental Conico Interprox 6 Ud
CAT-9689,Cepillo De Dientes Suave Complete Protection Parodontax 1 Ud,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Cepillo De Dientes Suave Complete Protection Parodontax 1 Ud
CAT-7760,Limpiador Lingual Halita 1 Ud,Hogar,Mercadona,Crema limpiadora Vitrocerámicas Vitroclen 5 en 1,Carrefour,Limpiador Lingual Halita 1 Ud
CAT-7161,Set Higiene Bebe Chicco Natural Sensation Gel  Champu 200 Ml Crema Corporal 150 Ml Y Agua Perfumada 100 Ml,Cuidado personal e Higiene,Mercadona,Bebida láctea Omega 3 Puleva con nueces y leche desnatada,Carrefour,Set Higiene Bebe Chicco Natural Sensation Gel  Champu 200 Ml Crema Corporal 150 Ml Y Agua Perfumada 100 Ml
CAT-6723,Dentifrico De Uso Diario Formula De Accion Blanqueadora Con Fluor Sin Alcohol Sabor Citrus Lacer Blanc 125 Ml,Cuidado personal e Higiene,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Dentifrico De Uso Diario Formula De Accion Blanqueadora Con Fluor Sin Alcohol Sabor Citrus Lacer Blanc 125 Ml
CAT-8064,Te Manasul Seal 25 Ud,Sin categoría,Mercadona,"Cubo de basura pequeño 10L Bosque Verde 24,1 x 25 x 24,7 cm",Carrefour,Te Manasul Seal 25 Ud
CAT-8566,Pienso De Pollo Sin Cereales Con Frutas Y Verduras Para Perro Junior Miguau 3 Kg,Carnicería y Charcutería,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Pienso De Pollo Sin Cereales Con Frutas Y Verduras Para Perro Junior Miguau 3 Kg
CAT-5226,Dentifrico Control Duplo Parogencyl Pack De 2 Unidades De 125 Ml,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Dentifrico Control Duplo Parogencyl Pack De 2 Unidades De 125 Ml
CAT-8551,Chupete De Silicona Anatomico Ultra Air Nighttime Philips Avent 2 Ud,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Chupete De Silicona Anatomico Ultra Air Nighttime Philips Avent 2 Ud
CAT-5802,Cepillo De Dientes Plus Petit Phb 1 Ud,Cuidado personal e Higiene,Mercadona,Vino tinto tempranillo Cepas Viejas Señorío de los Llanos DO Valdepeñas,Carrefour,Cepillo De Dientes Plus Petit Phb 1 Ud
CAT-8118,Arbol De Te Tecsania 10 Ml,Desayuno y Snack,Mercadona,Aceite de oliva virgen extra Hacendado Gran Selección,Carrefour,Arbol De Te Tecsania 10 Ml
CAT-9868,Snack De Vacuno Y Queso Para Perro Pedigree Tasty Mini 140 G,Lácteos y Huevos,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Snack De Vacuno Y Queso Para Perro Pedigree Tasty Mini 140 G
CAT-9862,Limpiacristales Cristasol 125 L,Hogar,Mercadona,Pañal bebé braguita talla L de 12-18 kg Deliplus,DIA,Limpiacristales Cristasol 750 ml
CAT-3621,Palo antideslizante 140 cm,Hogar,Mercadona,Molde de papel Bosque Verde para freidora de aire 20 cm,DIA,Palo antideslizante Sp berner
CAT-9922,Levadura Fresca Levanova Sin Gluten Pack De 2 Sobres De 25 G ,Despensa,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Levadura Fresca Levanova Sin Gluten Pack De 2 Sobres De 25 G 
CAT-9458,Barritas De Chocolate Fondant Bimanan 10 Ud,"Azúcar, caramelos y chocolate",Mercadona,Aceite de oliva 1º Hacendado,Carrefour,Barritas De Chocolate Fondant Bimanan 10 Ud
CAT-4266,Nectar De Naranja Granini Botella 1 L,Bebidas,Mercadona,Vino tinto tempranillo Cepas Viejas Señorío de los Llanos DO Valdepeñas,DIA,Néctar naranja Granini 1 L
CAT-4560,Sardina Parrocha 1 Kg Aprox,Sin categoría,Mercadona,Lavavajillas Todo en 1 Fairy en pastillas,Carrefour,Sardina Parrocha 1 Kg Aprox
CAT-4566,Fingers Recetas Crujientes La Cocinera 320 G,Sin categoría,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Fingers Recetas Crujientes La Cocinera 320 G
CAT-4578,Sidra De Nuestra Tierra Natural 75 Cl,Sin categoría,Mercadona,Vino tinto tempranillo Cepas Viejas Señorío de los Llanos DO Valdepeñas,Carrefour,Sidra De Nuestra Tierra Natural 75 Cl
CAT-4582,Tonica Schweppes Pomelo Y Baya Del Nepal Botella 20 Cl,Bebidas,Mercadona,Licor dulce Amaretto Del Patriarca,Carrefour,Tonica Schweppes Pomelo Y Baya Del Nepal Botella 20 Cl
CAT-4580,Gouda Rings  Bacon Fripozo 250 G,Lácteos y Huevos,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Gouda Rings  Bacon Fripozo 250 G
CAT-4565,Croquetas De Bacalao La Cocinera 500 G,Congelados,Mercadona,Vino tinto tempranillo Cepas Viejas Señorío de los Llanos DO Valdepeñas,Carrefour,Croquetas De Bacalao La Cocinera 500 G
CAT-4586,Tarrito De Hortalizas Con Ternera Desde 6 Meses Ecologico Gerber Sin Gluten 190 G,Carnicería y Charcutería,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Tarrito De Hortalizas Con Ternera Desde 6 Meses Ecologico Gerber Sin Gluten 190 G
CAT-4253,Champu Tratante Alivia El Picor Elimina La Caspa Kelual Ds Ducray 100 Ml,Cuidado personal e Higiene,Mercadona,Lomo asado La Carloteña lonchas,Carrefour,Champu Tratante Alivia El Picor Elimina La Caspa Kelual Ds Ducray 100 Ml
CAT-4583,Berlina Bombon Donuts 2 Ud,Panadería y Pastelería,Mercadona,Maquinillas depilación desechables Deliplus Body 2 hojas,Carrefour,Berlina Bombon Donuts 2 Ud
CAT-4595,Agua De Mar Higiene Nasal En Spray Senti2 Pack De 2 Unidades De 100 Ml,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Agua De Mar Higiene Nasal En Spray Senti2 Pack De 2 Unidades De 100 Ml
CAT-4781,Hamburguesa De Anojo Circulo De Calidad 300 G,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Hamburguesa De Anojo Circulo De Calidad 300 G
CAT-4913,Limpiamaquinas Finish 250 Ml,Hogar,Mercadona,Biberón 150 ml tetina silicona flujo lento Deliplus +0 meses,Carrefour,Limpiamaquinas Finish 250 Ml
CAT-4641,Lacon En Tapas Cortadas A Cuchillo Mrm 170 G,Sin categoría,Mercadona,Clavo en grano Hacendado,Carrefour,Lacon En Tapas Cortadas A Cuchillo Mrm 170 G
CAT-4775,Patatas Fritas Campesinas Horno Lays 130 G,Desayuno y Snack,Mercadona,Patata,Carrefour,Patatas Fritas Campesinas Horno Lays 130 G
CAT-4658,Leche De Cabra Semidesnatada Puleva Botella 1 L,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Leche De Cabra Semidesnatada Puleva Botella 1 L
CAT-4787,Snack Chips De Fresa Hero Kids 12 G,Sin categoría,Mercadona,Aceite de oliva virgen extra Hacendado Gran Selección,Carrefour,Snack Chips De Fresa Hero Kids 12 G
CAT-5037,Brotes De Soja Verde Fanya 200 G,Sin categoría,Mercadona,Aceite de oliva virgen extra Hacendado Gran Selección,Carrefour,Brotes De Soja Verde Fanya 200 G
CAT-4716,Gaseosa La Casera Sabor Limon Zero Azucares Anadidos Pack 2 Botellas 15 L,Bebidas,Mercadona,Lomo asado La Carloteña lonchas,Carrefour,Gaseosa La Casera Sabor Limon Zero Azucares Anadidos Pack 2 Botellas 15 L
CAT-5013,Paleta De Cebo Iberica 50 Raza Iberica En Lonchas Nico 90 G,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Paleta De Cebo Iberica 50 Raza Iberica En Lonchas Nico 90 G
CAT-5004,Fiambre De Pechuga De Pavo En Lonchas Elpozo Sin Gluten Y Sin Lactosa 80 G,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Fiambre De Pechuga De Pavo En Lonchas Elpozo Sin Gluten Y Sin Lactosa 80 G
CAT-4764,Comida Humeda De Carne Para Perro Golden Can 124 Kg,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Comida Humeda De Carne Para Perro Golden Can 124 Kg
CAT-5031,Arroz Con Mucho Pavo Alinut 240 G,Despensa,Mercadona,Bebida láctea Omega 3 Puleva con nueces y leche desnatada,Carrefour,Arroz Con Mucho Pavo Alinut 240 G
CAT-4703,Pincho De Huevo Con Bacon Y Patata La Cocina De Senen Sin Gluten 120 G,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pincho De Huevo Con Bacon Y Patata La Cocina De Senen Sin Gluten 120 G
CAT-4698,Comida Humeda De Salmon Para Gato Adulto Purina Gourmet Gold 85 G,Pescadería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Comida Humeda De Salmon Para Gato Adulto Purina Gourmet Gold 85 G
