id_catalogo,id_ahorramas,score,motivo,nombre_ahorramas,nombre_catalogo,tipo,marca_catalogo,precio_ahorramas
CAT-1092,AH-98514,10,mismo vino - tinto reserva Coto de Imaz DO Rioja,Vino tinto DO Rioja Coto de Imaz reserva,Vino tinto reserva Coto de Imaz DO Rioja,marca_fabricante,,7.95
CAT-4339,AH-98579,10,mismo whisky - DYC 8 años 70cl,Whisky DYC 8 años 70cl,whisky dyc 8 anos 70 cl,marca_fabricante,Dyc,14.4
CAT-5905,AH-98593,10,mismo vino - blanco verdejo Cuatro Rayas DO Rueda 75cl,Vino blanco DO Rueda Cuatro Rayas verdejo,vino blanco verdejo cuatro rayas do rueda 75 cl,marca_fabricante,Cuatro-Rayas,5.75
CAT-9429,AH-98971,10,mismo producto - bimi 200g,Bimi 200g,bimi 200 g,marca_fabricante,Marca-Nacional-Sin-Marca,2.49
CAT-7180,AH-99110,10,mismo producto - pannini 4 quesos Dr Oetker 250g,Pannini Dr Oetker 250g 4 quesos,pannini 4 quesos dr oetker 250 g,marca_fabricante,Panini,3.39
CAT-0028,AH-99208,10,mismo producto - leche desnatada Asturiana 1l,Leche Asturiana 1l desnatada,Leche desnatada Asturiana,marca_fabricante,,1.09
CAT-0027,AH-99244,10,"mismo producto marca blanca, leche semidesnatada",Leche Alipende 1l semidesnatada,Leche semidesnatada,marca_blanca,,0.84
CAT-3156,AH-99261,10,"mismo producto marca blanca, leche semidesnatada con calcio",Leche Alipende calcio 1l semidesnatada,Leche semidesnatada calcio,marca_blanca,,1.05
CAT-8912,AH-99012,10,mismo producto jamón curado Navidul reducido sal en lonchas,Jamón curado en lonchas reducido en sal Navidul 45 gr,jamon curado reducido en sal en lonchas navidul 45 g,marca_fabricante,Navidul,1.0
CAT-5487,AH-99414,10,mismo snack dental Frolic Smiley Sticks para perro,Snack dental para perro Frolic Smiley Sticks 175gr,snack dental para perro frolic smiley sticks 175 g,marca_fabricante,Frolic,2.15
CAT-4480,AH-98372,10,mismo vino tinto Campo Viejo tempranillo Rioja,Vino tinto DO Rioja Campo Viejo tempranillo,vino tinto tempranillo campo viejo doca rioja  75 cl,marca_fabricante,Campo-Viejo,3.99
CAT-4534,AH-98464,10,mismo vino tinto Ramon Bilbao crianza Rioja,Vino tinto DO Rioja Ramon Bilbao crianza,vino  tinto crianza ramon bilbao doca rioja 75 cl,marca_fabricante,Ramon-Bilbao,9.75
CAT-1374,AH-99137,10,mismo helado marca blanca mini bombón almendrado,Helado bombón mini Alipende 8 uds almendrado,Helado mini bombón almendrado,marca_blanca,,3.0
CAT-3088,AH-98220,10,mismas galletas digestive chocolate con leche marca blanca,Galletas de chocolate con leche digestive Alipende 300g,Galletas Digestive chocolate con leche,marca_blanca,,1.4
CAT-4938,AH-99502,10,misma cerveza Mahou 00 sin alcohol tostada pack 12,Cerveza sin alcohol Mahou 00 Tostada pack 12 latas 33cl,cerveza tostada mahou 00 alcohol pack 12 latas 33 cl,marca_fabricante,Mahou,10.08
CAT-6255,AM-38870,10,mismos canelones La Cocinera de carne,Canelones La Cocinera carne 500g,canelones de carne la cocinera 500 g,marca_fabricante,La-Cocinera,3.99
CAT-5713,AH-98521,10,mismo cider Ladrón de Manzanas sabor manzana verde,Sidra cider Ladrón de Manzanas botella 25cl manzana verde,cider ladron de manzanas sabor manzana verde botella 25 cl,marca_fabricante,Ladron-De-Manzanas,0.89
CAT-7065,AH-98200,10,misma masa para empanadillas estilo argentino Buitoni,Masa para empanadillas oblea estilo Argentino Buitoni 350g,masa para empanadillas estilo argentino buitoni 350 g,marca_fabricante,Buitoni,2.4
CAT-9289,AH-98345,10,misma cerveza Estrella Galicia especial pack 12 botellas,Cerveza rubia especial Estrella Galicia pack 12 botellas 25cl,cerveza estrella galicia especial pack 12 botellas 25 cl,marca_fabricante,Estrella-Galicia,8.16
CAT-5168,AH-99177,10,mismo helado kids mix Frigo 8 unidades,Helado kids mix Frigo 8 uds,helados kids mix frigo 8 ud,marca_fabricante,Frigo,4.99
CAT-1032,AH-98553,10,misma bebida energética Monster Energy,Bebida energética Monster 558 ml Energy Lata,Bebida energética Energy Monster,marca_fabricante,,1.95
CAT-6467,AH-98609,10,misma cerveza Desperados Mojito,Cerveza rubia Desperados Mojito botella 33cl,cerveza desperados mojito botella 33 cl,marca_fabricante,Desperados,1.5
CAT-0370,AH-98363,10,misma tónica Schweppes original,Tónica Schweppes lata 33cl original,Tónica original Schweppes,marca_fabricante,,0.99
CAT-3564,AH-99249,10,misma nata marca blanca ligera para cocinar,Nata para cocinar Alipende pack 3 ligera,Nata ligera para cocinar,marca_blanca,,1.85
CAT-8744,AH-98420,10,Mismo producto exacto: Monster Energy Ultra Fantasy Ruby Red sin azúcar 500ml.,Bebida energética lata ultra fantasy Ruby Red Monster Energy 500 ml,monster energy ultra fantasy ruby red bebida energetica sin azucar 500 ml,marca_fabricante,Monster,1.79
CAT-5135,AH-99276,10,Mismo producto exacto: yogur griego Danone stracciatella pack 4x110g.,Yogur estilo griego Danone pack 4 stracciatella,yogur griego de stracciatella danone pack de 4 unidades de 110 g,marca_fabricante,Danone,1.69
CAT-2678,AH-98127,10,Mismo producto: café molido natural marca blanca Alipende.,Café molido Alipende 250g tueste natural,Café molido natural,marca_blanca,,2.6
CAT-5718,AH-98576,10,Mismo producto exacto: Malibú piña colada 25cl.,Malibú con piña colada 25cl,pina colada malibu lata 25 cl,marca_fabricante,Malibu,2.55
CAT-5016,AH-98389,10,"Mismo producto exacto: cerveza 0,0% Estrella Galicia tostada 33cl.","Cerveza 0,0% Estrella Galicia tostada 33cl",cerveza tostada estrella galicia 00 alcohol lata 33 cl,marca_fabricante,Estrella-Galicia,0.89
CAT-3561,AH-99338,10,Mismo producto: batido de vainilla marca blanca Alipende.,Batido Alipende 1l vainilla,Batido de vainilla,marca_blanca,,1.3
CAT-6253,AM-38871,10,Mismo producto exacto: lasaña boloñesa La Cocinera 500g.,Lasaña La Cocinera boloñesa 500g,lasana bolonesa la cocinera 500 g,marca_fabricante,La-Cocinera,3.59
CAT-0953,AH-98128,10,Mismo producto: pan de molde integral 100% sin corteza marca blanca Alipende.,Pan de molde integral sin corteza Alipende 450g,Pan de molde 100% integral sin corteza,marca_blanca,,1.23
CAT-8933,AH-99190,10,mismo producto exacto: helado sandwich Lotus Biscoff 4u,Helado sandwich Lotus 4u Biscoff,helado sandwich biscoff lotus 4 ud,marca_fabricante,Lotus,3.99
CAT-5157,AH-99220,10,mismo producto exacto: leche semidesnatada sin lactosa Pascual 1l,Leche sin lactosa Pascual 1l semidesnatada,leche semidesnatada pascual sin lactosa brik 1 l,marca_fabricante,Pascual,1.29
CAT-6118,AH-99252,10,mismo producto exacto: leche entera Río 1l,Leche Río 1l entera,leche entera rio brik 1 l,marca_fabricante,Rio,1.04
CAT-9083,AH-98821,10,mismo producto exacto: pechuga pavo cocida lonchas El Pozo 1954 120g sin gluten sin lactosa,Pechuga de pavo 1954 ELPOZO 120 gr lonchas frescas finas sin gluten y sin lactosa,pechuga de pavo cocida en lonchas 1954 elpozo sin gluten y sin lactosa 120 g,marca_fabricante,El-Pozo,2.0
CAT-9805,AH-98268,10,mismo producto exacto: pasta radiatori Garofalo 500g,Radiatori Garofalo 500g,pasta radiatori garofalo 500 g,marca_fabricante,Garofalo,1.79
CAT-0218,AH-98229,10,"mismo producto marca blanca: pimentón dulce, marca blanca es Alipende",Pimentón Alipende lata 75g dulce,Pimentón dulce,marca_blanca,,1.3
CAT-9898,AH-98146,10,mismo producto exacto: café molido mezcla Marcilla 500g,Café molido Marcilla 500g mezcla,cafe molido mezcla gran aroma marcilla 500 g,marca_fabricante,Marcilla,8.95
CAT-2440,AH-98515,10,mismo producto exacto: cava brut Anna Codorníu 75cl,Cava brut Anna Codorniu 75cl,Cava brut Anna Codorníu,marca_fabricante,,7.99
CAT-2889,AH-98863,10,mismo producto marca blanca: mortadela con aceitunas en lonchas,Mortadela Alipende con aceitunas en lonchas 250g,Mortadela con aceitunas lonchas,marca_blanca,,1.25
CAT-5855,AM-52027,10,mismo producto exacto: agua mineral Nestlé Aquarel 5l,Agua mineral natural Nestlé Aquarel garrafa 5l,agua mineral natural nestle aquarel 5 l,marca_fabricante,Aquarel,1.85
CAT-6542,AH-98535,10,mismo producto exacto: tónica zero Schweppes botella 1l,Tónica zero Schweppes botella 1l,tonica schweppes zero botella 1 l,marca_fabricante,Schweppes,2.05
CAT-6653,AH-99417,10,mismo producto exacto: pienso perro adulto Bon Menu receta mediterránea 4kg,Pienso perro Bon Menu receta mediterránea 4kg,pienso para perro adulto bon menu receta mediterranea 4 kg,marca_fabricante,Bon-Menu,8.95
CAT-1690,AM-84950,10,mismo producto marca blanca: atún claro en aceite de oliva,Atún claro Alipende pack 6 en aceite oliva,Atún claro en aceite de oliva,marca_blanca,,4.9
CAT-7827,AH-98388,10,mismo producto exacto: cerveza especial Estrella Galicia pack 10 latas 33cl,Cerveza rubia especial Estrella Galicia pack 10 latas 33cl,cerveza estrella galicia especial pack de 10 latas 33 cl,marca_fabricante,Estrella-Galicia,6.9
CAT-0503,AH-98281,10,mismo producto marca blanca: cacahuete tostado con sal,Cacahuete piel tostado con sal Alipende 200g,Cacahuete tostado con sal,marca_blanca,,1.05
CAT-1006,AH-99427,10,mismo producto exacto: comida húmeda Gourmet Gold Tartelette para gatos 8x85g,Comida húmeda para gatos Gourmet Gold Tartelette con carnes y pescados surtido 8x85g,comida humeda de carne para gato purina gourmet gold tartelette 8x85 g,marca_fabricante,Gourmet,0.92
CAT-4151,AH-99096,10,mismo producto exacto: croquetas La Cocinera sabrosísima jamón 500g,Croqueta La Cocinera sabrosísima 500g jamón,croquetas de jamon serrano sabrosisimas la cocinera 500 g,marca_fabricante,La-Cocinera,3.49
CAT-0747,AH-98439,10,mismo producto exacto: bebida isotónica Aquarius zero azúcar limón,Bebida isotónica zero azúcar Aquarius 33cl limón lata,Bebida isotónica limón Aquarius zero azúcar,marca_fabricante,,0.99
CAT-0996,AM-60125,10,"mismo producto marca blanca: garbanzo cocido (tipo idéntico, marca blanca ignorada)",Garbanzo cocido Alipende 400g,Garbanzo cocido,marca_blanca,,0.85
CAT-0511,AH-98193,10,"mismo producto marca blanca: caldo de verduras en pastillas (tipo idéntico, marca blanca ignorada)",Caldo de verduras en pastillas Alipende 12 unidades,Caldo de verduras en pastillas,marca_blanca,,0.9
CAT-1019,AH-98452,10,mismo producto exacto: bebida energética Red Bull,"Bebida energética Red Bull 35,5cl",Bebida energética Red Bull,marca_fabricante,,2.09
CAT-7982,AH-98391,10,mismo producto exacto: cerveza Mahou Mixta con limón lata 33cl,Cerveza con limón Mahou Mixta lata 33cl,cerveza mahou mixta shandy con limon lata 33 cl,marca_fabricante,Mahou,0.84
CAT-8283,AM-81262,10,mismo producto exacto: pizza Ristorante Dr Oetker Quattro Formaggi 340g,Pizza Ristorante Dr Oetker 340g 4 formaggi,pizza quattro formaggi ristorante dr oetker 340 g,marca_fabricante,Ristorante,3.95
CAT-1422,AH-99144,10,"mismo producto marca blanca: sorbete de limón (tipo idéntico, marca blanca ignorada)",Sorbete de limón Alipende 1l,Sorbete con limón,marca_blanca,,2.35
CAT-4182,AH-98504,10,mismo producto exacto: vino tinto DO Rioja Marqués de Riscal reserva tempranillo,Vino tinto DO Rioja Marqués de Riscal reserva,vino tinto reserva tempranillo marques de riscal doca rioja 75 cl,marca_fabricante,Marques-De-Riscal,18.75
CAT-4475,AH-99519,10,mismo producto exacto: leche Lauki entera 1l,Leche Lauki 1l entera,leche entera lauki brik 1 l,marca_fabricante,Lauki,1.04
CAT-0046,AH-98165,10,"mismo producto marca blanca: ajo granulado (tipo idéntico, marca blanca ignorada)",Ajo granulado Alipende 55g,Ajo granulado,marca_blanca,,0.74
CAT-2659,AH-98210,10,"mismo producto marca blanca: cereales rellenos de leche (tipo idéntico, marca blanca ignorada)",Cereales rellenos de leche Alipende 500g,Cereales rellenos de leche,marca_blanca,,2.4
CAT-3961,AH-99284,10,mismo producto exacto: natillas Danet chocolate,Natillas Danet pack 4 chocolate,Natillas de chocolate Danet,marca_fabricante,,1.94
CAT-3120,AH-98870,10,"mismo producto, marca blanca, mismo tipo y subtipo",Queso mezcla curado 300g,Queso curado mezcla,marca_blanca,,3.42
CAT-4026,AH-98456,10,"mismo producto exacto, marca Mahou, misma cerveza especial",Cerveza rubia especial Mahou 5 Estrellas pack 6 botellas 25cl,cerveza mahou 5 estrellas especial pack 6 botellas 25 cl,marca_fabricante,Mahou,4.05
CAT-3558,AH-99245,10,"mismo producto, leche entera marca blanca",Leche Alipende 1l entera,Leche entera,marca_blanca,,0.96
CAT-3483,AH-98824,10,"mismo producto, mango fruta fresca",Mango 2 unidades,Mango,marca_fabricante,,1.79
CAT-3254,AH-99246,10,"mismo producto, leche desnatada marca blanca",Leche Alipende 1l desnatada,Leche desnatada,marca_blanca,,0.82
CAT-2902,AH-98122,10,"mismo producto, arroz largo marca blanca",Arroz Alipende 1kg largo,Arroz largo,marca_blanca,,1.25
CAT-1997,AH-98276,10,"mismo producto, caldo de pescado marca blanca",Caldo de pescado Alipende 1l,Caldo de pescado,marca_blanca,,1.3
CAT-4042,AH-98517,10,"mismo producto exacto, vino blanco de aguja Blanc Pescador",Vino blanco de aguja Blanc Pescador,vino de aguja blanco blanc pescador 75 cl,marca_fabricante,Blanc-Pescador,3.95
CAT-2529,AH-99319,10,"mismo producto, yogur líquido fresa marca blanca",Yogur líquido Alipende 1kg fresa,Yogur líquido de fresa,marca_blanca,,1.5
CAT-4332,AH-98434,10,"mismo producto exacto, cerveza Desperados Original",Cerveza rubia Desperados Original botella 33cl,cerveza desperados original botella 33 cl,marca_fabricante,Desperados,1.5
CAT-4031,AH-98355,10,"mismo producto exacto, vino blanco Don Simón brik 1l",Vino blanco de mesa Don Simón 1l,vino blanco de mesa don simon brik 1 l,marca_fabricante,Don-Simon,1.75
CAT-4371,AH-98438,10,"mismo producto exacto, cerveza Heineken lager lata 50cl",Cerveza Heineken Lata 50cl,cerveza heineken lager lata 50 cl,marca_fabricante,Heineken,1.45
CAT-1992,AM-29420,10,"mismo producto, caldo casero pollo Gallina Blanca",Caldo casero Gallina Blanca 1l pollo 100% natural,Caldo de pollo casero Gallina Blanca,marca_fabricante,,2.2
CAT-4347,AH-98487,10,"mismo producto exacto, vino manzanilla muy fina DO San Lúcar de Barrameda",Vino manzanilla DO San Lúcar de Barrameda Muyfina,vino manzanilla muy fina do sanlucar de barrameda  75 cl,marca_fabricante,Muyfina,4.95
CAT-4105,AH-98282,10,mismo producto exacto: tomate frito Orlando sin gluten 350g,Tomate frito sin gluten abre fácil Orlando350g,tomate frito orlando sin gluten brik 350 g,marca_fabricante,Orlando,0.99
CAT-4155,AH-99521,10,mismo producto exacto: leche entera Pascual 1l,Leche Pascual 1l entera,leche entera pascual brik 1 l,marca_fabricante,Pascual,1.25
CAT-4947,AH-98626,10,mismo producto exacto: cerveza sin alcohol San Miguel 00 tostada 33cl,Cerveza sin alcohol San Miguel 00 Tostada 33cl,cerveza tostada san miguel 00 alcohol lata 33 cl,marca_fabricante,San-Miguel-00,0.75
CAT-5480,AH-99191,10,mismo producto exacto: menestra de la huerta Findus 650g,Menestra de la huerta Findus 650g,menestra de la huerta findus 650 g,marca_fabricante,Findus,4.99
CAT-7892,AH-98785,10,mismo producto exacto: queso crema semicurado President 125g,Queso crema semicurado Président 125g,crema de queso semicurado president 125 g,marca_fabricante,President,1.95
CAT-5386,AH-98419,10,mismo producto exacto: zumo de naranja con pulpa exprimido Don Simón 1l,Zumo de naranja con pulpa exprimido Don Simón 1l,zumo de naranja don simon exprimido con pulpa brik 1 l,marca_fabricante,Don-Simon,2.95
CAT-5724,AH-99425,10,mismo producto exacto: comida húmeda para gato Gourmet Gold Doble Placer 8x85g,Comida húmeda para gato Gourmet Gold Doble Placer pack surtido 8x85g,comida humeda para gato adulto purina gourmet gold doble placer 8x85 g,marca_fabricante,Gourmet,6.65
CAT-5636,AH-98297,10,mismo producto exacto: salsa pesto Genovese Barilla 190g,Salsa pesto Genovese Barilla 190g,salsa pesto alla genovese barilla tarro 190 g,marca_fabricante,Barilla,2.99
CAT-6258,AH-99106,10,mismo producto exacto: canelones de atún La Cocinera 500g,Canelones La Cocinera atún 500g,canelones de atun la cocinera 500 g,marca_fabricante,La-Cocinera,3.99
CAT-6663,AH-99500,10,mismo producto exacto: cerveza rubia Mahou Clásica pack 12 latas 33cl,Cerveza rubia Mahou Clásica pack 12 latas 33cl,cerveza mahou clasica pack de 12 latas de 33 cl,marca_fabricante,Mahou,9.24
CAT-7125,AH-98838,10,mismo producto exacto: manzana Pink Lady bandeja,Manzana Pink Lady bandeja 750g,manzana pink lady bandeja de 6 piezas,marca_fabricante,Marca-Nacional-Sin-Marca,3.59
CAT-7526,AH-98417,10,mismo producto exacto: refresco té verde maracuyá Fuze Tea 33cl lata,Refresco de té verde Maracuyá Fuze tea 33cl Lata,fuze tea te verde sabor maracuya lata 33 cl,marca_fabricante,Fuze-Tea,0.99
CAT-7654,AM-55316,10,mismo producto exacto: solomillo de pollo Kentucky Fripozo 250g,Solomillo de pollo kentucky Fripozo 250g,solomillo de pollo kentucky fripozo 250 g,marca_fabricante,Fripozo,3.49
CAT-5904,AH-98427,10,mismo producto exacto: cerveza rubia Mahou Clásica pack 24 botellas 25cl,Cerveza rubia Mahou Clásica pack 24 botellas 25cl,cerveza mahou clasica pack 24 botellas 25 cl,marca_fabricante,Mahou,14.16
CAT-9402,AH-99115,10,mismo producto exacto - Pizza Casa di Mama Dr Oetker prosciutto funghi 405g,Pizza Casa di Mama Dr Oetker 405g prosciutto,pizza prosciutto funghi casa di mama dr oetker 405 g,marca_fabricante,Casa-Di-Mama,4.65
CAT-9385,AH-98366,10,mismo producto exacto - Tinto de verano sin alcohol La Casera limón 33cl,Tinto de verano sin alcohol La Casera 33cl lata limón,tinto de verano con limon sin alcohol la casera lata 33 cl,marca_fabricante,La-Casera,0.97
CAT-9523,AH-99114,10,mismo producto - La Gula del Norte pack 2x210g,La Gula del Norte 100g pack 2,la gula del norte 2x210 g,marca_fabricante,Marca-Nacional-Sin-Marca,5.45
CAT-0489,AH-98207,10,mismo producto marca blanca - Barritas de cereales con chocolate blanco,Barritas de cereales con chocolate blanco Alipende 138g,Barritas de cereales con chocolate blanco,marca_blanca,,1.55
CAT-2140,AH-98811,10,mismo producto - Pimientos tricolor,Pimiento tricolor 500g,Pimientos tricolor,marca_fabricante,,1.99
CAT-0972,AM-74789,10,mismo producto exacto - Refresco Fanta naranja zero azúcares 33cl,Refresco naranja Fanta lata 33cl zero azúcares,Refresco Fanta naranja zero azúcares añadidos,marca_fabricante,,0.8
CAT-5788,AH-99498,10,mismo producto - Huevos camperos Pazo de Vilane 12 unidades,Huevos camperos Pazo de Vilane 12 unidades,huevos camperos pazo de vilane 12 ud,marca_fabricante,Marca-Nacional-Sin-Marca,4.15
CAT-0702,AH-99251,10,mismo producto - Yogur natural Danone,Yogur Danone pack 8 natural,Yogur natural Danone,marca_fabricante,,1.7
CAT-4009,AH-98332,10,mismo producto marca blanca - Zumo de manzana,Zumo de manzana Alipende pack 6,Zumo de manzana,marca_blanca,,1.3
CAT-4008,AH-98644,10,mismo producto marca blanca - Zumo de tomate,Zumo de tomate Alipende brik 1l,Zumo de tomate,marca_blanca,,1.05
CAT-1748,AM-51793,10,mismo producto marca blanca - Salmón ahumado,Salmón ahumado,Salmón ahumado,marca_blanca,,40.0
CAT-1026,AH-98441,10,mismo producto exacto - Refresco sin gas de naranja Simon Life 33cl,Refresco sin gas de naranja Simon Life 33cl,Refresco de naranja Simon Life sin gas,marca_fabricante,,0.6
CAT-3512,AH-98687,10,mismo producto - Batata,Batata,Batata,marca_fabricante,,2.69
CAT-2079,AH-99000,10,mismo producto marca blanca - Pechuga de pavo en lonchas,Pechuga de pavo en lonchas Alipende 250g,Pechuga de pavo finas lonchas,marca_blanca,,2.79
CAT-6552,AH-98872,10,mismo producto - Lechuga batavia,Lechuga batavia 250gr,lechuga batavia verde 1 ud,marca_fabricante,,1.59
CAT-1739,AM-51289,10,mismo producto marca blanca - Atún claro al natural,Atún claro Alipende pack 6 al natural,Atún claro al natural,marca_blanca,,4.2
CAT-3055,AH-98662,10,mismo producto - Manzana Golden,Manzana golden,Manzana Golden,marca_fabricante,,2.69
CAT-2812,AH-98678,10,mismo producto - Solomillo de cerdo,Solomillo de cerdo,Solomillo de cerdo,marca_fabricante,,9.99
CAT-2810,AH-98710,10,"mismo producto exacto, misma marca y tipo",Secreto de cerdo ibérico,Secreto de cerdo ibérico,marca_fabricante,,27.99
CAT-3124,AH-98726,10,"mismo producto marca blanca, mismo tipo y características",Queso de oveja viejo Alipende,Queso viejo de oveja,marca_blanca,,15.99
CAT-2642,AH-99203,10,"mismo producto marca fabricante, misma marca y especificaciones",Leche Asturiana 1l semidesnatada,Leche semidesnatada Asturiana,marca_fabricante,,1.13
CAT-3736,AH-98136,10,"mismo producto marca blanca, pan rallado idéntico",Pan rallado Alipende 750g,Pan rallado,marca_blanca,,0.85
CAT-1622,AH-98261,10,"mismo producto marca blanca, spaghetti idéntico",Spaghetti Alipende 500g,Spaghetti,marca_blanca,,0.8
CAT-0727,AH-99288,10,"mismo producto marca blanca, yogur griego fresa idéntico",Yogur griego fresa 110g Pack 4,Yogur griego sabor fresa,marca_blanca,,1.69
CAT-2109,AH-98669,10,"mismo producto marca fabricante, patata idéntica",Patata,Patata,marca_fabricante,,1.89
CAT-0047,AH-98191,10,"mismo producto marca blanca, canela en rama idéntica",Canela Alipende 14g en rama,Canela en rama,marca_blanca,,1.05
CAT-0056,AH-98318,10,"mismo producto marca blanca, infusión jengibre idéntica",Infusión Alipende 20u jengibre,Infusión Jengibre,marca_blanca,,1.35
CAT-4476,AH-99518,10,"mismo producto marca fabricante Lauki, leche semidesnatada idéntica",Leche Lauki 1l semidesnatada,leche semidesnatada lauki brik 1 l,marca_fabricante,Lauki,1.0
CAT-2913,AH-98157,10,"mismo producto marca blanca, pajaritas vegetales idénticas",Pajaritas Alipende 500g con vegetales,Pajaritas vegetales,marca_blanca,,0.99
CAT-0329,AH-98138,10,"mismo producto marca blanca, pan de molde blanco idéntico",Pan de molde Alipende 460g blanco,Pan de molde blanco,marca_blanca,,0.8
CAT-0115,AH-98148,10,"mismo producto marca blanca, sopa de pollo con fideos idéntica",Sopa de pollo con fideos Alipende 66g,Sopa de pollo con fideos finos,marca_blanca,,0.5
CAT-0362,AH-98305,10,"mismo producto marca blanca, té verde con hierbabuena idéntico",Té verde Alipende 20u hierbabuena,Té verde con hierbabuena,marca_blanca,,1.35
CAT-0143,AH-98196,10,"mismo producto marca blanca, chocolate con leche fundir idéntico",Chocolate con leche Alipende 150g,Chocolate con leche fundir,marca_blanca,,1.35
CAT-0335,AH-98430,10,"mismo producto marca fabricante Fanta, refresco limón idéntico",Refresco limón Fanta botella 2l,Refresco Fanta limón,marca_fabricante,,1.85
CAT-0279,AH-98203,10,"mismo producto: pasas sultanas sin semillas/pepitas, marca blanca",Pasas sultanas sin pepitas Alipende 250g,Pasas sultanas sin semillas,marca_blanca,,1.8
CAT-0139,AH-98274,10,"mismo producto: tomillo, marca blanca",Tomillo Alipende 18g,Tomillo,marca_blanca,,0.75
CAT-0239,AH-98316,10,"mismo producto: curry, marca blanca",Curry Alipende 45g,Curry,marca_blanca,,1.05
CAT-0553,AH-98673,10,"mismo producto: tomate ensalada, marca fabricante sin marca especificada",Tomate ensalada,Tomate ensalada,marca_fabricante,,2.99
CAT-0427,AH-99496,10,mismo producto: papilla 8 cereales con miel Nestlé +6 meses,Papilla Nestlé 8 cereales miel desde 6meses 725g,Papilla 8 cereales con miel Nestlé +6 meses,marca_fabricante,,5.75
CAT-1284,AH-98161,10,"mismo producto: cacahuete frito pelado con sal, marca blanca",Cacahuete frito repelado con sal Alipende 200g,Cacahuete frito con sal pelado,marca_blanca,,0.8
CAT-1078,AH-98867,10,mismo producto: taquitos de chorizo extra Revilla,Taquitos de chorizo Revilla pack 2 de 75g,Taquitos de chorizo extra Revilla,marca_fabricante,,1.91
CAT-1058,AH-98339,10,"mismo producto: refresco cola zero sin azúcar, marca blanca",Refresco de cola sin azúcar  Alipende 2l zero,Refresco cola Zero azúcar,marca_blanca,,0.8
CAT-0799,AH-98822,10,"mismo producto: queso emmental rallado para gratinar, marca blanca",Queso emmental rallado Alipende 200g,Queso rallado emmental gratinar,marca_blanca,,1.65
CAT-1437,AH-98302,10,"mismo producto: dátiles Medjoul con hueso, marca blanca",Dátiles Medjoul con hueso 215g,Dátiles Medjoul con hueso,marca_blanca,,3.99
CAT-0861,AH-98690,10,"mismo producto: tomate pera, marca fabricante sin marca especificada",Tomate pera,Tomate pera,marca_fabricante,,2.89
CAT-4867,AH-99207,10,mismo producto: leche entera Puleva calcio 1l,Leche Puleva calcio 1l entera,leche entera vita calcio puleva brik 1 l,marca_fabricante,Puleva,1.59
CAT-1573,AH-98272,10,"mismo producto: garbanzo, marca blanca",Garbanzo Alipende 1kg,Garbanzo,marca_blanca,,2.2
CAT-1819,AH-98159,10,"mismo producto: crema de verduras, marca blanca",Crema de verduras Alipende 500ml,Crema de verduras,marca_blanca,,1.0
CAT-1574,AH-98260,10,"mismo producto: alubia blanca cocida, marca blanca",Alubia blanca cocida Alipende 215g,Alubia cocida blanca,marca_blanca,,0.7
CAT-1591,AH-98301,10,"mismo producto: alubia granja cocida, marca blanca",Alubia granja cocida Alipende 400g,Alubia cocida granja,marca_blanca,,1.75
CAT-1675,AH-98666,10,"mismo producto: pepino, marca fabricante sin marca especificada",Pepino,Pepino,marca_fabricante,,2.15
CAT-1984,AH-99120,10,"mismo producto: helado mini bombón sin azúcares añadidos, marca blanca",Helado bombón mini sin azúcares añadidos Alipende 8 uds,Helado mini bombón surtido sin azúcares añadidos,marca_blanca,,3.5
CAT-2025,AH-98181,10,mismo producto exacto: caldo de pollo Avecrem en pastillas,Caldo en pastillas Avecrem 24u pollo,Caldo de pollo Avecrem en pastillas,marca_fabricante,,2.95
CAT-2103,AH-98317,10,mismo producto exacto: sardinillas en escabeche marca blanca Alipende,Sardinillas en escabeche Alipende 2 unidades 62g,Sardinillas en escabeche,marca_blanca,,1.89
CAT-2412,AH-98192,10,mismo producto exacto: pan rallado casero marca blanca Alipende,Pan rallado Alipende 500g estilo casero,Pan rallado casero,marca_blanca,,1.0
CAT-2783,AH-98956,10,mismo producto exacto: contramuslo pollo sin piel deshuesado marca BonPollo,Contramuslo sin piel y deshuesado de pollo BonPollo 800g Aprox,Contramuslos de pollo deshuesados y sin piel,marca_fabricante,,7.2
CAT-3182,AH-98283,10,mismo producto exacto: champiñón entero marca blanca Alipende,Champiñon Alipende bote 185g entero,Champiñón entero,marca_blanca,,1.49
CAT-3656,AH-98727,10,mismo producto exacto: chirla,Chirla,Chirla,marca_fabricante,,14.99
CAT-3078,AH-98659,10,mismo producto exacto: pera Conferencia,Pera conferencia,Pera Conferencia,marca_fabricante,,2.29
CAT-3698,AH-98679,10,mismo producto exacto: rodaja/rodajas de salmón,Salmón en rodajas,Rodaja de salmón,marca_fabricante,,19.99
CAT-3532,AH-98680,10,mismo producto exacto: limón,Limón,Limón,marca_fabricante,,2.99
CAT-3478,AH-98860,10,mismo producto exacto: naranja de mesa,Naranja de mesa bolsa 3kg,Naranja de mesa,marca_fabricante,,4.5
CAT-3559,AH-99205,10,mismo producto exacto: leche entera Asturiana,Leche Asturiana 1l entera,Leche entera Asturiana,marca_fabricante,,1.24
