id_catalogo,id_alcampo,nombre_catalogo,tipo,marca_catalogo,nombre_alcampo,marca_alcampo,precio_alcampo,score,motivo
CAT-3717,AL-765739,toallitas bebé perfumadas,marca_blanca,,PRODUCTO ALCAMPO Baby Toallitas húmedas para bebé con aloe vera y acción refrescante 3 x 72 uds.,PRODUCTO ALCAMPO,2.35,10,"mismo producto, toallitas bebé, marca blanca equivale a marca blanca"
CAT-4197,AL-78139,escalopín de vacuno añojo para plancha,marca_blanca,,"Escalopines 1ªA de vaca, especiales para plancha.",VACA,6.38,10,"mismo producto exacto, mismo tipo de carne y corte para plancha"
CAT-3632,AL-787049,dentífrico max white one,marca_fabricante,Colgate,COLGATE Max white Pasta de dientes blanqueadora con cristales blancos 75 ml.,COLGATE,2.71,10,"mismo producto exacto: Colgate Max White One, marca coincide"
CAT-0192,AL-27870,café en cápsula descafeinado espresso intenso,marca_fabricante,Dolce Gusto,"DOLCE GUSTO Café en cápsulas descafeinado Espresso I7, 16 uds.",NESCAFÉ DOLCE GUSTO,4.7,10,"mismo producto exacto, misma marca Dolce Gusto, variante descafeinado"
CAT-0189,AL-12424,café en cápsula cortado,marca_fabricante,Dolce Gusto,DOLCE GUSTO Café en cápsulas cortado espresso Macchiato 16 uds. .,NESCAFÉ DOLCE GUSTO,4.7,10,"mismo producto exacto, misma marca Dolce Gusto, variante cortado"
CAT-0200,AL-27821,café en cápsula espresso intenso,marca_fabricante,Dolce Gusto,"DOLCE GUSTO Café en cápsulas espreso intenso I7, 16 uds.",NESCAFÉ,4.7,10,"mismo producto exacto, misma marca Dolce Gusto"
CAT-2499,AL-23355,vinagre de vino blanco,marca_blanca,,PRODUCTO ECONÓMICO ALCAMPO Vinagre de vino blanco botella de 1 l.,PRODUCTO ECONÓMICO ALCAMPO,0.68,10,"mismo producto exacto, marca blanca comparada solo por tipo"
CAT-3472,AL-55530,tomate pera,marca_blanca,,Tomate pera al peso.,MIS VERDURAS SELECCIONADAS,1.98,10,"mismo producto exacto, marca blanca, solo diferencia de formato"
CAT-2115,AL-55452,plátano de Canarias IGP,marca_blanca,,Plátano Canario IGP extra bolsa.,FRUTA,2.24,10,"mismo producto exacto, marca blanca, solo diferencia de formato"
CAT-1888,AL-523870,nuez macadamia tostada con sal,marca_blanca,,PRODUCTO ALCAMPO Nueces de Macadamia tostadas y saladas 100 g.,PRODUCTO ALCAMPO,2.89,10,"mismo producto exacto, marca blanca comparada solo por tipo"
CAT-1882,AL-63511,maíz palomitas,marca_blanca,,FRUMESA Maíz crudo en granos para hacer palomitas 250 g.,FRUMESA,0.8,10,"mismo producto exacto, marca blanca comparada solo por tipo"
CAT-2097,AL-72891,fresón,marca_blanca,,"Fresones, tarrina de 250 g.",FRUTA,1.99,10,"mismo producto exacto, marca blanca, solo diferencia de formato"
CAT-1801,AL-429318,uva blanca sin semillas,marca_blanca,,"Uvas blancas sin pepitas, cesta 500 g.",FRUTA,2.49,10,"mismo producto exacto, marca blanca comparada solo por tipo"
CAT-3479,AL-55530,tomates pera,marca_blanca,,Tomate pera al peso.,MIS VERDURAS SELECCIONADAS,1.98,10,"mismo producto exacto, marca blanca, solo diferencia de formato"
CAT-2833,AL-56277,arándanos,marca_blanca,,"Arándanos, tarrina de 170 g.",FRUTOS ROJOS,2.35,10,"mismo producto exacto, marca blanca, solo diferencia de formato"
CAT-3155,AL-83498,pizza 4 quesos,marca_blanca,,AUCHAN Pizza 4 quesos cocida en horno de piedra 400 g. Producto Alcampo,PRODUCTO ALCAMPO,2.48,10,"mismo producto exacto, marca blanca comparada solo por tipo"
CAT-1890,AL-521841,almendra natural,marca_blanca,,PRODUCTO ALCAMPO Almendras repeladas PRODUCTO ALCAMPO 150 g.,PRODUCTO ALCAMPO,1.79,10,mismo producto exacto (almendras naturales repeladas)
CAT-1885,AL-522700,cacahuete frito con sal pelado,marca_blanca,,PRODUCTO ALCAMPO Cacahuetes fritos y salados 500 g.,PRODUCTO ALCAMPO,1.69,10,mismo producto exacto (cacahuetes fritos y salados pelados)
CAT-1879,AL-523877,nuez natural,marca_blanca,,PRODUCTO ALCAMPO Nueces mondadas 200 g.,PRODUCTO ALCAMPO,2.54,10,mismo producto exacto (nueces naturales mondadas)
CAT-1873,AL-523784,nuez de Brasil natural,marca_blanca,,PRODUCTO ALCAMPO Nueces de Brasil 150 g.,PRODUCTO ALCAMPO,3.7,10,mismo producto exacto (nueces de Brasil natural)
CAT-1676,AL-76683,preparado de carne picada de vacuno y cerdo,marca_blanca,,ROLER Selección Bandeja de preparado de carne picada (burger meat) mixta (vacuno-cerdo) 400 g.,ROLER,3.49,10,"mismo producto: carne picada mixta vacuno-cerdo, solo diferencia en marca (ROLER)"
CAT-1790,AL-57509,mandarina,marca_blanca,,Mandarinas malla 1 kg,FRUTA,1.69,10,"mismo producto: mandarina, solo diferencia en presentación al peso vs malla"
CAT-1793,AL-56825,manzanas golden,marca_blanca,,Manzanas Golden 1 kg.,FRUTA,1.79,10,"mismo producto: manzanas Golden, solo diferencia en presentación (unitario vs malla 1kg)"
CAT-1794,AL-199532,naranjas,marca_blanca,,"ALCAMPO CULTIVAMOS LO BUENO Naranja, malla 2 kg.",ALCAMPO CULTIVAMOS LO BUENO,3.1,10,"mismo producto: naranjas, solo diferencia en marca (ALCAMPO CULTIVAMOS LO BUENO) y formato malla"
CAT-1584,AL-59588,refresco de naranja sin gas,marca_fabricante,Simon Life,"SIMON LIFE Refresco refrigerado de naranja botella de 1,5 l.",SIMON LIFE,1.69,10,"mismo producto exacto: refresco naranja Simon Life, misma marca y tipo"
CAT-1276,AL-765739,toallitas infantiles cara y manos,marca_blanca,,PRODUCTO ALCAMPO Baby Toallitas húmedas para bebé con aloe vera y acción refrescante 3 x 72 uds.,PRODUCTO ALCAMPO,2.35,10,"mismo producto: toallitas húmedas infantiles para bebé, solo diferencia en formato multipaquete"
CAT-0846,AL-45322,bálsamo labial efecto natural,marca_blanca,,"LIPOSAN Original Protector (bálsamo) labial hidratante, con ingredientes 100% naturales.",LIPOSAN,2.74,10,"mismo producto: bálsamo labial LIPOSAN Original Protector, mismo artículo"
CAT-3170,AL-84549,pizza carbonara familiar,marca_blanca,,AUCHAN Pizza carbonara cocida en horno de piedra 400 g. Producto Alcampo,PRODUCTO ALCAMPO,2.48,10,"mismo producto exacto (pizza carbonara), solo diferencia de tamaño"
CAT-4086,AL-59784,canelones de carne ultracongelados,marca_blanca,,CARRETILLA Canelones de carne 375 g.,CARRETILLA,3.6,10,"mismo producto: canelones de carne ultracongelados, solo diferencia en marca fabricante"
CAT-3644,AL-221540,crema de manos cara y cuerpo soft hidratante intensiva,marca_fabricante,Nivea,NIVEA Soft Crema hidratante intensiva multiusos 375 ml.,NIVEA,5.65,10,"mismo producto exacto: Nivea Soft crema hidratante intensiva, misma marca y tipo"
CAT-3402,AL-55352,calabacín verde,marca_blanca,,Calabacines al peso.,MIS VERDURAS SELECCIONADAS,2.59,10,"mismo producto, mismo tipo (calabacín verde), solo diferencia en presentación al peso vs unitaria"
CAT-0837,AL-45322,protector labial fps 30,marca_blanca,,"LIPOSAN Original Protector (bálsamo) labial hidratante, con ingredientes 100% naturales.",LIPOSAN,2.74,10,"mismo producto: protector labial LIPOSAN, FPS 30 es variante del protector natural"
CAT-1247,AL-83537,pizza masa fina barbacoa ultracongelada,marca_blanca,,"PALACIOS Pizza barbacoa con masa fina y crujiente, hecha en horno de piedra PALACIOS 400 g.",PALACIOS,3.25,10,"mismo producto exacto, pizza masa fina barbacoa, solo cambia marca a fabricante"
CAT-3150,AL-85243,pizza pollo,marca_blanca,,AUCHAN Pizza de pollo y pimientos cocida en horno de piedra 410 g. Producto Alcampo,PRODUCTO ALCAMPO,2.48,10,"mismo producto exacto, marca blanca comparada solo por tipo"
CAT-3174,AL-84549,pizza carbonara,marca_blanca,,AUCHAN Pizza carbonara cocida en horno de piedra 400 g. Producto Alcampo,PRODUCTO ALCAMPO,2.48,10,"mismo producto exacto, marca blanca comparada solo por tipo"
CAT-2116,AL-55101,kiwi verde,marca_blanca,,Kiwi al peso.,MIS FRUTAS SELECCIONADAS,2.99,10,"mismo producto (kiwi verde), formato al peso no afecta"
CAT-2124,AL-55624,aguacate,marca_blanca,,Aguacates al peso.,MIS FRUTAS SELECCIONADAS,3.35,10,"mismo producto (aguacate), formato al peso no afecta"
CAT-2121,AL-55101,kiwi verde,marca_blanca,,Kiwi al peso.,MIS FRUTAS SELECCIONADAS,2.99,10,"mismo producto (kiwi verde), formato al peso no afecta"
CAT-2118,AL-59772,banana,marca_blanca,,Banana al peso.,MIS FRUTAS SELECCIONADAS,1.48,10,"mismo producto (banana), formato al peso no afecta"
CAT-2478,AL-511803,limón exprimido,marca_blanca,,PRODUCTO ALCAMPO Limón exprimido 250 ml.,PRODUCTO ALCAMPO,1.17,10,mismo producto exacto (limón exprimido)
CAT-3332,AL-206087,gel de baño hidratante y protector,marca_fabricante,Sanex,"SANEX Sin neutro Gel de ducha o baño, con hidratantes naturales para pieles sensibles y delicadas 600 ml.",SANEX,3.22,10,"mismo producto exacto: gel de baño Sanex hidratante, misma marca y tipo"
CAT-2718,AL-527860,nuez troceada pelada,marca_blanca,,PRODUCTO ECONÓMICO ALCAMPO Nueces mondadas 150 g.,PRODUCTO ECONÓMICO ALCAMPO,1.75,10,mismo producto exacto (nueces mondadas troceadas)
CAT-2837,AL-65721,fuet,marca_blanca,,AUCHAN Fuet de categoria extra 160 g. Producto Alcampo,PRODUCTO ALCAMPO,1.7,10,"mismo producto exacto (fuet), marca blanca Alcampo"
CAT-4451,AL-55433,judía verde redonda,marca_blanca,,Judías verdes malla de 500 g.,HORTALIZA,1.65,10,"mismo producto: judía verde redonda, formato similar (malla/presentación estándar)"
