id_catalogo;nombre_generico;id_dia_propuesto;nombre_dia_propuesto;score;aceptar_si_no
CAT-2147;Néctar de maracuyá fruta de la pasión, mango, uva y manzana;DI-1076;Néctar de maracuyá Don Simón 1.5 L;75;
CAT-2149;Bebida multivitaminas sin azúcares añadidos;DI-2739;Bebida de chufa sin azúcares añadidos Dia 1 L;86;
CAT-2157;Zumo de manzana selección;DI-4604;Manzana roja dulce selección granel 500 g aprox.;81;
CAT-2159;Zumo de piña selección;DI-4017;Carpaccio Selección de Dia 105 g;73;
CAT-2163;Zumo maracuyá y chía;DI-3978;Zumo de plátano y maracuyá Dia Saborfera 1 L;86;
CAT-3492;Smoothie mango y naranja;DI-3947;Smoothie de manzana, mango y maracuyá Don Simón 330 ml;80;
CAT-4055;Fruta + leche tropical sin azúcares añadidos;DI-3773;Bebida de fruta y leche de melón y sandía sin azúcares añadidos Dia Saborfera pack 3 x 330 ml;86;
CAT-4058;Fruta + leche mediterráneo sin azúcares añadidos;DI-3773;Bebida de fruta y leche de melón y sandía sin azúcares añadidos Dia Saborfera pack 3 x 330 ml;81;
CAT-0035;Mini burgers de vacuno y cerdo;DI-1597;Burger de cerdo y vacuno 6 unidades Selección de Dia 540 g;84;
CAT-0037;Mini burgers de pollo;DI-1777;Burger de pollo 6 unidades Selección de Dia 540 g;78;
CAT-0395;Croquetas de cocido ultracongeladas;DI-3500;Croquetas de cocido Dia Al Punto 350 g;81;
CAT-0641;Taquitos de cerdo;DI-2219;Mini taquitos de jamón curado Dia Nuestra Alacena 2 x 75 g;79;
CAT-0561;Lomo de cerdo marinado empanado sin gluten;DI-3576;Lomo de cerdo empanado Selección de Dia 450 g aprox.;74;
CAT-1146;Pollo Koreano con salsa;DI-3941;Yarroz con pollo y salsa thai Gallina Blanca Yatekomo 83 g;79;
CAT-1167;Oreja de cerdo cocida adobada Rogusa;DI-2539;Oreja adobada Emcesa 500 g;79;
CAT-1450;Cuartos traseros de pollo congelados;DI-0939;Cuartos traseros de pollo Selección de Dia 950 g aprox.;82;
CAT-1451;Jamoncitos de pollo congelados;DI-4225;Jamoncitos de pollo Selección de Dia 950 g aprox.;78;
CAT-1452;Alas de pollo congeladas;DI-1773;Alas de pollo partidas Selección de Dia 750 g aprox.;70;
CAT-1479;Rabo de cerdo;DI-0122;Solomillo de cerdo Selección de Dia 600 g aprox.;76;
CAT-1648;Manos de cerdo;DI-0122;Solomillo de cerdo Selección de Dia 600 g aprox.;73;
CAT-1672;Preparado de carne picada cerdo;DI-1764;Carne picada de cerdo Selección de Dia 500 g;81;
CAT-1674;Preparado de carne picada vacuno;DI-1765;Carne picada de vacuno Selección de Dia 500 g;81;
CAT-1676;Preparado de carne picada vacuno y cerdo;DI-1767;Carne picada de vacuno y cerdo Selección de Dia 500 g;86;
CAT-1755;Pechugas de pollo enteras congeladas;DI-0925;Pechugas enteras de pollo Selección de Dia 750 g aprox.;82;
CAT-1964;Burger de vacuno gruesas;DI-1597;Burger de cerdo y vacuno 6 unidades Selección de Dia 540 g;80;
CAT-2035;Tocino de cerdo;DI-1685;Tocino de cielo Dia Caprichoso pack 2 x 100 g;75;
CAT-2054;Hamburguesa de lomo de vacuno;DI-0966;Pan de hamburguesa maxi El molino de Dia 300 g;71;
CAT-2190;Burger Crunchy Chicken;DI-2620;Burger crunchy de pollo Selección de Dia 240 g;78;
CAT-2197;Burger de vacuno y cerdo con jamón y cebolla caramelizada;DI-1597;Burger de cerdo y vacuno 6 unidades Selección de Dia 540 g;83;
CAT-2751;Pelota para cocido de cerdo;DI-2680;Caldo de cocido Gallo 1 L;71;
CAT-2761;Cachopo de vacuno con jamón y queso sin gluten;DI-3691;Cachopo con jamón curado y queso Aldelis 350 g aprox.;75;
CAT-3113;Nuggets de pavo ultracongelados;DI-4133;Palitos de surimi ultracongelados MSC Dia Mari Marinera 450 g;73;
CAT-3131;Nuggets de pollo ultracongelados;DI-3534;Nuggets de pollo Dia Al Punto 400 g;78;
CAT-4118;Burger de pollo gruesa;DI-1777;Burger de pollo 6 unidades Selección de Dia 540 g;81;
CAT-6541;Pimientos del piquillo relleno de carne ultracongelados;DI-1250;Pimientos del piquillo enteros Carretilla 260 g;75;
CAT-7806;Paté perro adulto Delikuit con pollo;DI-2996;Paté para perro con pollo Deliperro de Dia tarrina 300 g;71;
CAT-7808;Comida perro adulto con ternera, pollo, verduras y arroz;DI-0030;Puré de verduritas con pollo y ternera Hero frasco 235 g;72;
CAT-7865;Alimento completo para canarios y jilgueros Granzoo;DI-3173;Alimento para gatos completo bolsa 7 Kg;79;
CAT-1164;Flautas de bacón y queso;DI-3359;Burger crunchy de pollo con bacón y queso Selección de Dia 200 g;80;
CAT-1507;Filetes lomo de cerdo adobado;DI-0776;Lomo de cerdo adobado Selección de Dia 300 g;84;
CAT-1641;Filetes lomo de cerdo extra tiernos;DI-1761;Filetes de cabeza de lomo de cerdo Selección de Dia 700 g aprox.;75;
CAT-1661;Filetes hígado de cerdo;DI-1761;Filetes de cabeza de lomo de cerdo Selección de Dia 700 g aprox.;82;
CAT-1825;Filetes lomo de cerdo familiar;DI-1761;Filetes de cabeza de lomo de cerdo Selección de Dia 700 g aprox.;82;
CAT-1967;Filetes lomo de cerdo grueso;DI-1761;Filetes de cabeza de lomo de cerdo Selección de Dia 700 g aprox.;86;
CAT-1971;Pieza cabeza lomo de cerdo;DI-1761;Filetes de cabeza de lomo de cerdo Selección de Dia 700 g aprox.;87;
CAT-2334;Lomo de cerdo trozo;DI-0757;Lomo de cerdo al ajillo Selección de Dia 300 g;81;
CAT-2474;Chuletas aguja de cerdo;DI-2691;Chuletas de cerdo Selección de Dia 630 g aprox.;85;
CAT-2476;Chuletas lomo de cerdo;DI-2691;Chuletas de cerdo Selección de Dia 630 g aprox.;87;
CAT-2492;Filetes lomo de cerdo ibérico;DI-1761;Filetes de cabeza de lomo de cerdo Selección de Dia 700 g aprox.;84;
CAT-2493;Secreto de cerdo ibérico;DI-0534;Secreto de cerdo Selección de Dia 500 g aprox.;80;
CAT-2541;Filetes lomo de cerdo adobado familiar;DI-0776;Lomo de cerdo adobado Selección de Dia 300 g;81;
CAT-2752;Codillo de cerdo;DI-2680;Caldo de cocido Gallo 1 L;70;
CAT-5877;Pizza 4 quesos familiar;DI-2312;Pizza jamón y queso familiar Dia Al Punto 600 g;80;
CAT-6482;Queso curado mezcla afrutado cortado en cuñitas;DI-1861;Queso curado cortado Dia El Cencerro 250 g;77;
CAT-7126;Café soluble Classic;DI-0514;Café soluble 3 en 1 Nescafé 180 g;75;
CAT-7172;Perfilador de labios 07 cereza;DI-0430;Cerveza Desperados 33 cl;71;
CAT-7863;Alimento completo para periquitos Granzoo;DI-3254;Alimento para perros completo bolsa 15 Kg;79;
CAT-0122;Lomo asado La Carloteña lonchas;DI-0287;Redondo de pollo asado La Carloteña 340 g;73;
CAT-0212;Mortadela de pavo finas lonchas;DI-3380;Jamón de pavo finas lonchas Dia Nuestra Alacena 180 g;81;
CAT-0215;Mortadela de pavo con aceitunas finas lonchas;DI-3380;Jamón de pavo finas lonchas Dia Nuestra Alacena 180 g;73;
CAT-0231;Chorizo Pamplona extra lonchas;DI-2188;Chorizo de pamplona extra Dia Nuestra Alacena 2 x 100 g;85;
CAT-0234;Chorizo picante extra lonchas;DI-2187;Chorizo extra picante Dia Nuestra Alacena 270 g;84;
CAT-0235;Salchichón extra lonchas;DI-2194;Chorizo y salchichón extra Dia Nuestra Alacena 2 x 100 g;80;
CAT-0245;Lomo de pavo lonchas;DI-3380;Jamón de pavo finas lonchas Dia Nuestra Alacena 180 g;86;
CAT-0562;Muslito de pollo 97% La Carloteña asado al horno lonchas;DI-0287;Redondo de pollo asado La Carloteña 340 g;87;
CAT-0589;Jamón cocido extra 50% raza ibérica Noel lonchas;DI-3958;Jamón cocido 92% Bonnatur 120 g;76;
CAT-0666;Lomo de cebo ibérico 50% raza ibérica cortado a máquina;DI-3842;Jamón de cebo 50% raza ibérica Villar 90 g;77;
CAT-0668;Salchichón de cebo ibérico cortado a máquina;DI-3627;Salchichón de cebo ibérico extra Villar 90 g;80;
CAT-0671;Salchichón de bellota ibérico cortado a máquina;DI-3627;Salchichón de cebo ibérico extra Villar 90 g;70;
CAT-0762;Jamón serrano cortado a máquina;DI-3606;Jamón cocido en dados Serrano 150 g;70;
CAT-0820;Paté de cerdo La Piara tapa negra;DI-0355;Paté de atún La piara 2 x 75 g;82;
CAT-1014;Mini muslo de pollo 98% La Carloteña asado al horno;DI-0287;Redondo de pollo asado La Carloteña 340 g;87;
CAT-1026;Longaniza de payés extra lonchas;DI-3381;Longaniza payés extra Dia Nuestra Alacena 2 x 50 g;79;
CAT-1027;Sticks longaniza de pavo extra;DI-4228;Longaniza de pavo imperial Elpozo 1954 bolsa 230 g;72;
CAT-1119;Caña de lomo cebo ibérico Finura de Ibérico;DI-2222;Lomo de cebo ibérico 50% Dia Nuestra Alacena 80 g;80;
CAT-1121;Longaniza de Pascua extra;DI-3381;Longaniza payés extra Dia Nuestra Alacena 2 x 50 g;75;
CAT-1159;Bacón ahumado La Selva lonchas;DI-0958;Bacón sabor ahumado Oscar Mayer 100 g;72;
CAT-1160;Paté de lomo de atún;DI-0355;Paté de atún La piara 2 x 75 g;83;
CAT-1208;Pechuguita de pollo 99% La Carloteña asada al horno lonchas;DI-0965;Pechuguitas de pollo asado 99% La Carloteña 100 g;82;
CAT-1216;Maxi pavo finas lonchas;DI-3380;Jamón de pavo finas lonchas Dia Nuestra Alacena 180 g;88;
CAT-1270;Jamón de cebo ibérico cortado a máquina;DI-3630;Jamón de cebo de campo ibérico Villar 90 g;77;
CAT-1315;Chorizo sarta dulce extra de León;DI-2189;Chorizo de león dulce Dia Nuestra Alacena 100 g;80;
CAT-1316;Chorizo sarta picante extra de León;DI-2323;Chorizo picante extra Revilla 65 g;84;
CAT-1379;Paté de pollo asado;DI-0073;Tiras de pechuga de pollo asado La pila 125 g;85;
CAT-1685;Morcilla de arroz y cebolla;DI-1154;Cebolla malla 750 g;70;
CAT-1901;Morcilla de cebolla oreada;DI-4488;Cebolla morada malla 500 g;78;
CAT-2631;Paté de cerdo con finas hierbas;DI-4411;Queso de untar con finas hierbas Philadelphia 150 g;78;
CAT-2641;Paté de cerdo y pollo con trufa y arándanos;DI-1141;Arándanos vaso 170 g;78;
CAT-2777;Salchichas cocidas con leche Campofrío de pollo, cerdo y pavo;DI-1136;Pechuga de pavo Campofrío 70 g;81;
CAT-2800;Salchichas cocidas estilo Frankfurt Campofrío sabor ahumado;DI-3991;Longaniza estilo frankfurt Campofrío 350 g;84;
CAT-2804;Salchichas cocidas estilo Viena con queso de pollo y cerdo sabor ahumado;DI-4022;Tostas sabor queso 100 g;76;
CAT-2810;Salchichas cocidas estilo Frankfurt con queso de pollo y cerdo sabor ahumado;DI-4022;Tostas sabor queso 100 g;76;
CAT-2822;Bacón Oscar Mayer lonchas;DI-0958;Bacón sabor ahumado Oscar Mayer 100 g;81;
CAT-2837;Fuet espetec;DI-2228;Espetec extra Dia Nuestra Alacena 170 g;74;
CAT-2838;Longaniza clásica extra;DI-2252;Longaniza imperial clásica Elpozo 250 g;85;
CAT-2849;Pollo 97% relleno La Carloteña asado al horno lonchas;DI-0287;Redondo de pollo asado La Carloteña 340 g;81;
CAT-2850;Maxi york finas lonchas;DI-3380;Jamón de pavo finas lonchas Dia Nuestra Alacena 180 g;72;
CAT-2851;Maxi lomo finas lonchas;DI-3380;Jamón de pavo finas lonchas Dia Nuestra Alacena 180 g;72;
CAT-2852;Pechuga de pollo braseada finas lonchas;DI-3906;Pechuga de pollo 90% Tello 125 g;80;
CAT-2855;Tiras de pechuga pollo al horno;DI-0073;Tiras de pechuga de pollo asado La pila 125 g;83;
CAT-2856;Tiras de pechuga de pollo al natural;DI-0073;Tiras de pechuga de pollo asado La pila 125 g;80;
CAT-2858;Pechuga 92% pavo lonchas;DI-2185;Pechuga de pavo 92% Dia Nuestra Alacena 120 g;78;
CAT-2860;Paleta de cebo ibérica La Hacienda del Ibérico;DI-2218;Paleta de cebo ibérica 50% Dia Nuestra Alacena 100 g;74;
CAT-2861;Salchichón cular ibérico extra La Hacienda del ibérico;DI-3627;Salchichón de cebo ibérico extra Villar 90 g;78;
CAT-2862;Chorizo cular ibérico extra La Hacienda del ibérico;DI-3628;Chorizo ibérico extra Villar 90 g;86;
CAT-2866;Mini chorizo ibérico extra La Hacienda del ibérico;DI-3628;Chorizo ibérico extra Villar 90 g;86;
CAT-2867;Mini salchichón ibérico extra La Hacienda del ibérico;DI-2232;Salchichón ibérico extra Dia Nuestra Alacena 2 x 60 g;78;
CAT-2869;Jamón de cebo ibérico cortado a tapas;DI-3630;Jamón de cebo de campo ibérico Villar 90 g;76;
CAT-2872;Jamón serrano Incarlopsa;DI-2213;Jamón Serrano Dia Nuestra Alacena 200 g;70;
CAT-2873;Jamón de bellota ibérico 100% Covap;DI-2217;Jamón de cebo ibérico 50% Dia Nuestra Alacena 90 g;72;
CAT-2880;Mini taquitos de jamón Incarlopsa;DI-2219;Mini taquitos de jamón curado Dia Nuestra Alacena 2 x 75 g;80;
CAT-2883;Taquitos de jamón Incarlopsa;DI-2219;Mini taquitos de jamón curado Dia Nuestra Alacena 2 x 75 g;76;
CAT-2884;Salchichón extra pimienta finas lonchas;DI-2313;Salchichón a la pimienta Sola 100 g;79;
CAT-2885;Sticks longaniza extra;DI-3381;Longaniza payés extra Dia Nuestra Alacena 2 x 50 g;81;
CAT-2888;Chorizo extra lonchas;DI-2186;Chorizo extra dulce Dia Nuestra Alacena 270 g;76;
CAT-2889;Salami extra lonchas;DI-2231;Salami extra Dia Nuestra Alacena 200 g;75;
CAT-2891;Jamón serrano lonchas Incarlopsa;DI-2214;Jamón serrano medias lonchas Dia Nuestra Alacena 100 g;79;
CAT-2892;Jamón cocido extra Noel lonchas;DI-3121;Jamón cocido extra Dia Nuestra Alacena 250 g;77;
CAT-2893;Jamón serrano Incarlopsa lonchas extrafinas;DI-2215;Jamón serrano lonchas extrafinas Dia Nuestra Alacena 120 g;85;
CAT-2895;Chorizo de pavo extra lonchas;DI-3346;Chorizo de pavo extra Dia Nuestra Alacena 2 x 60 g;84;
CAT-2896;Salchichón de pavo extra lonchas;DI-3347;Salchichón de pavo extra Dia Nuestra Alacena 2 x 60 g;86;
CAT-2898;Jamón cocido braseado Noel lonchas;DI-2928;Jamón cocido braseado 97% Dia Nuestra Alacena 150 g;77;
CAT-2899;Longaniza de pavo extra lonchas;DI-4228;Longaniza de pavo imperial Elpozo 1954 bolsa 230 g;71;
CAT-2903;Jamón cocido jugoso;DI-1135;Jamón cocido Campofrío Finissimas 75 g;77;
CAT-2904;Jamón cocido lonchas;DI-2214;Jamón serrano medias lonchas Dia Nuestra Alacena 100 g;79;
CAT-2907;Pechuga de pavo Noel lonchas muy finas;DI-1136;Pechuga de pavo Campofrío 70 g;75;
CAT-2911;Mortadela con aceitunas lonchas;DI-1247;Aceitunas con hueso Jolca 120 g;71;
CAT-2912;Cabeza de cerdo finas lonchas;DI-3380;Jamón de pavo finas lonchas Dia Nuestra Alacena 180 g;71;
CAT-2927;Pechuga de pavo bajo en sal finas lonchas;DI-2144;Pechuga de pavo bajo en sal Dia Nuestra Alacena 200 g;79;
CAT-2928;Pechuga de pavo finas lonchas;DI-3380;Jamón de pavo finas lonchas Dia Nuestra Alacena 180 g;84;
CAT-2936;Jamón cocido extra finas lonchas;DI-3380;Jamón de pavo finas lonchas Dia Nuestra Alacena 180 g;75;
CAT-2943;Longaniza magro fresca;DI-2483;Longaniza fresca Selección de Dia 350 g;84;
CAT-2945;Longaniza fresca de pollo;DI-2483;Longaniza fresca Selección de Dia 350 g;86;
CAT-2946;Longaniza roja fresca;DI-2483;Longaniza fresca Selección de Dia 350 g;86;
CAT-2947;Longaniza fresca sin tripa;DI-0131;Longaniza sin tripa Selección de Dia 325 g;84;
CAT-2949;Longaniza fresca estilo criollo;DI-3991;Longaniza estilo frankfurt Campofrío 350 g;72;
CAT-2950;Chorizo picante aperitivo;DI-2187;Chorizo extra picante Dia Nuestra Alacena 270 g;75;
CAT-3006;Salchichón ibérico extra La Hacienda del ibérico lonchas;DI-2232;Salchichón ibérico extra Dia Nuestra Alacena 2 x 60 g;78;
CAT-3007;Chorizo ibérico extra La Hacienda del ibérico lonchas;DI-3628;Chorizo ibérico extra Villar 90 g;86;
CAT-3999;Jamón de cebo ibérico 50% La Hacienda del Ibérico;DI-2217;Jamón de cebo ibérico 50% Dia Nuestra Alacena 90 g;82;
CAT-4071;Cabecero de lomo lonchas;DI-3127;Cabecero de lomo Dia Nuestra Alacena 2 x 70 g;80;
CAT-4072;Lomo embuchado lonchas;DI-2221;Lomo embuchado Dia Nuestra Alacena 2 x 70 g;78;
CAT-4098;Pechuga de pollo 92% lonchas;DI-3906;Pechuga de pollo 90% Tello 125 g;86;
CAT-5706;Preparado en polvo gelatina maracuyá;DI-1189;Preparado para hornear en polvo Dia Delimagic 90 g;75;
CAT-7173;Churros ultracongelados;DI-4133;Palitos de surimi ultracongelados MSC Dia Mari Marinera 450 g;79;
CAT-0178;Empanados de pollo picantes sin gluten;DI-3063;Picos de pan sin gluten El molino de Dia 100 g;70;
CAT-0297;Tacos de pavo;DI-2287;Tacos de potón al ajillo Dia Mari Marinera 72 g;76;
CAT-0511;Filetes pechuga de pavo extra tiernos;DI-1769;Filetes de pechuga de pavo Selección de Dia 700 g aprox.;77;
CAT-0688;Filetes de pechuga de pollo adobada;DI-3906;Pechuga de pollo 90% Tello 125 g;80;
CAT-1095;Filetes pechuga de pollo marinadas empanadas sin gluten;DI-3906;Pechuga de pollo 90% Tello 125 g;80;
CAT-1096;Lagrimitas de pollo al limón empanadas sin gluten;DI-4595;Fanta de limón 2 L;73;
CAT-1114;Flautas de pollo y queso;DI-2922;Flautas de pollo y 2 quesos Dia Al Punto 275 g;86;
CAT-1454;Patas de pollo;DI-0030;Puré de verduritas con pollo y ternera Hero frasco 235 g;73;
CAT-1562;Contramuslos de pollo sin piel;DI-4218;Filetes de contramuslo de pollo Selección de Dia 650 g aprox.;72;
CAT-1566;Pollo certificado entero alimentado con un 50% de maíz;DI-3641;Pollo entero certificado Selección de Dia 2 Kg aprox.;76;
CAT-1567;Cuartos traseros de pollo certificado alimentado con un 50% de maíz;DI-0939;Cuartos traseros de pollo Selección de Dia 950 g aprox.;75;
CAT-1574;Filetes pechuga de pollo;DI-1769;Filetes de pechuga de pavo Selección de Dia 700 g aprox.;86;
CAT-1580;Filetes pechuga de pollo certificado alimentado con un 50% de maíz;DI-3906;Pechuga de pollo 90% Tello 125 g;86;
CAT-1627;Filetes pechuga de pollo finas hierbas marinadas;DI-3906;Pechuga de pollo 90% Tello 125 g;80;
CAT-1658;Hígados y corazones de pollo;DI-1747;Corazones de cogollos 6 unidades;73;
CAT-1826;Filetes pechuga de pollo corte fino;DI-4367;Pechuga de pollo corte fino Selección de Dia 550 g aprox.;87;
CAT-2092;Filetes pechuga de pollo extra tiernos;DI-3906;Pechuga de pollo 90% Tello 125 g;80;
CAT-2093;Cuartos traseros familiar de pollo;DI-0939;Cuartos traseros de pollo Selección de Dia 950 g aprox.;85;
CAT-2094;Pechugas enteras familiar de pollo;DI-0925;Pechugas enteras de pollo Selección de Dia 750 g aprox.;85;
CAT-2109;Alas partidas de pollo certificado alimentado con un 50% de maíz;DI-3643;Alas de pollo certificado partidas Selección de Dia 650 g aprox.;80;
CAT-2326;Chuletas de pavo contramuslo;DI-0566;Chuletas de pavo al ajillo Selección de Dia 650 g aprox.;73;
CAT-2678;Filetes solomillos de pollo marinados empanados sin gluten;DI-3358;Filetes de pollo empanado y marinado Selección de Dia 500 g aprox.;70;
CAT-4204;Pollo adobado y verduras;DI-1532;Puré de verduras con lentejas y pollo bio Hero frasco 190 g;80;
CAT-4206;Alas de pollo adobadas picantes;DI-3357;Alas de pollo adobadas Selección de Dia 600 g aprox.;83;
CAT-0318;Golosinas tubos pica sabor fresa y nata;DI-3999;Golosinas mini aros de fresa y nata Trolli bolsa 100 g;72;
CAT-7099;Mejillones al natural pequeños;DI-0543;Mejillones al natural 13/18 piezas Dia Mari Marinera 69 g;82;
CAT-7101;Mejillones en salsa de vieira pequeños;DI-0895;Mejillones en salsa vieira 13/18 piezas Dia Mari Marinera 69 g;81;
CAT-7145;Cacao puro en polvo La Chocolatera;DI-2302;Cacao puro en polvo Valor 250 g;86;
CAT-7709;Alcohol de romero;DI-0226;Tinto de verano sin alcohol con limón Don Simón 1.5 L;74;
CAT-7991;Lejía Perfumada con detergente;DI-0800;Lejía con detergente Dia garrafa 2 L;83;
CAT-1478;Carpaccio de vacuno;DI-4017;Carpaccio Selección de Dia 105 g;77;
CAT-3933;Steak Tartar de vacuno marinado;DI-3512;Stear tartar Casa de vacas 180 g;74;
CAT-4193;Solomillo de vacuno;DI-0122;Solomillo de cerdo Selección de Dia 600 g aprox.;77;
CAT-4194;Entrecot de vacuno añojo;DI-2317;Entrecot de lomo bajo de vacuno Selección de Dia 420 g aprox.;86;
CAT-4195;Lomo de vacuno añojo;DI-2317;Entrecot de lomo bajo de vacuno Selección de Dia 420 g aprox.;82;
CAT-7174;Porras congeladas;DI-3586;Fresas congeladas Dia Fruticampo bolsa 300 g;74;
CAT-0578;Tarta de la abuela congelada;DI-1325;Tarta de queso con cookies congelada San Martín 350 g;78;
CAT-2688;Helado vainilla praliné con nueces pecán;DI-2021;Tarrina de helado vainilla con nueces de macadamia Dia Temptation 350 g;79;
CAT-2689;Helado sabor huevo de chocolate;DI-1725;Tarrina de helado menta con chocolate Dia Temptation 350 g;76;
CAT-2690;Helado capuccino;DI-0660;Cafe capuccino Nescafé 140 g;72;
CAT-2979;Tarta Cookies & Cream congelada;DI-1325;Tarta de queso con cookies congelada San Martín 350 g;85;
CAT-3002;Helado Peanut Butter Cups de crema de cacahuete;DI-0546;Crema de cacahuete Capitán Mani bote 340 g;70;
CAT-3003;Helado Cookie Dough de crema de vainilla con trozos de galletas;DI-2771;Galletas corte helado Mels 35 g;73;
CAT-3149;Crepes ultracongelados;DI-4133;Palitos de surimi ultracongelados MSC Dia Mari Marinera 450 g;81;
CAT-3181;Helado mini bombón surtido sin azúcares añadidos;DI-0877;Helado bombón mini surtido Dia Temptation 8 x 36 g;80;
CAT-3182;Cubos de hielo;DI-4702;Hielo en cubitos 2 Kg;87;
CAT-3183;Granizado de café;DI-0412;Granizado de limón Mercader 4 x 190 g;83;
CAT-3185;Hielo cocktail;DI-0002;Salsa cocktail Ybarra 225 ml;73;
CAT-3190;Helado cucurucho de nata;DI-2023;Helado sándwich de nata sin azúcar añadido Dia Temptation 6 x 50 g;74;
CAT-3191;Helado sándwich super nata;DI-2023;Helado sándwich de nata sin azúcar añadido Dia Temptation 6 x 50 g;87;
CAT-3192;Barra de helado sabor vainilla, chocolate y nata;DI-4255;Helado cono nata y chocolate Dia Temptation 4 x 68 g;72;
CAT-3197;Helado chocolate y cookies;DI-4255;Helado cono nata y chocolate Dia Temptation 4 x 68 g;82;
CAT-3198;Helado tarta de queso con fresas;DI-1325;Tarta de queso con cookies congelada San Martín 350 g;72;
CAT-3201;Helado Mochi coco;DI-3520;Helado bombón coco y mango Dia Temptation 3 x 70 g;79;
CAT-3202;Helado Mochi mango;DI-3520;Helado bombón coco y mango Dia Temptation 3 x 70 g;80;
CAT-3204;Sorbete con limón;DI-0396;Tarrina sorbete de limón Dia Temptation 540 g;87;
CAT-3205;Helado mini sándwich vainilla y cookie;DI-2025;Sándwich cookie y vainilla Dia Temptation 4 x 60 g;81;
CAT-3496;Tarta helada nata y chocolate;DI-0340;Tarta laminada nata y chocolate Dia Temptation 525 g;86;
CAT-4027;Helado cucurucho de vainilla;DI-1722;Tarrina de helado de vainilla Dia Temptation 500 g;78;
CAT-4101;Tarta carrot cake congelada;DI-1325;Tarta de queso con cookies congelada San Martín 350 g;71;
CAT-4116;Tarta San Marcos congelada;DI-1325;Tarta de queso con cookies congelada San Martín 350 g;84;
CAT-4146;Tarta tres chocolates congelada;DI-2838;Galleta con tres chocolates El molino de Dia 76 g;70;
CAT-4148;Tarta selva negra congelada;DI-3454;Tarta red velvet congelada San Martín 625 g;72;
CAT-4150;Tarta Ferrer bombón crujiente congelada;DI-1357;Tarta bombón congelada San Martín 1 Kg;80;
CAT-0270;Arroz con verduras para microondas ultracongelado;DI-2103;Verduras para microondas Dia Vegecampo 300 g;83;
CAT-0276;Focaccia con tomates cherry;DI-0560;Tomates cherry bandeja 400 g;78;
CAT-0381;Tequeños de queso ultracongelados;DI-3461;Tequeños de queso Dia Al Punto bolsa 240 g;71;
CAT-0500;Mini pizzas jamón y queso Fiesta ultracongeladas;DI-4703;Mini pizzas de jamón y queso Dia Al Punto 270 g;81;
CAT-0501;Masa fresca pizza;DI-0374;Pizza jamón y queso masa fina Dia Al Punto 350 g;74;
CAT-0557;Pizza Frankfurt;DI-3401;Salchiloncha estilo frankfurt Campofrío 120 g;75;
CAT-1209;Pizza Prosciutto jamón y queso;DI-3497;Pizza jamón y queso Dia Al Punto 400 g;83;
CAT-1231;Pizza Calzone con jamón cocido y queso;DI-3497;Pizza jamón y queso Dia Al Punto 400 g;81;
CAT-1246;Pizza Pepperoni barbacoa ultracongelada;DI-1658;Pizza barbacoa Dia Al Punto 350 g;76;
CAT-1247;Pizza masa fina Barbacoa ultracongelada;DI-1658;Pizza barbacoa Dia Al Punto 350 g;76;
CAT-1310;Croquetas caprichos de jamón ultracongeladas;DI-3495;Croquetas de jamón Dia Al Punto 400 g;80;
CAT-1317;Gyozas de pollo y verduras congeladas;DI-2398;Gyozas de pollo Vici 400 g;86;
CAT-1972;Arroz negro ultracongelado;DI-3326;Arroz negro Dia Al Punto 330 g;71;
CAT-2020;Lasaña boloñesa familiar ultracongelada;DI-1924;Lasaña boloñesa Dia Al Punto 350 g;77;
CAT-2042;Rosca jamón serrano y queso emmental;DI-2213;Jamón Serrano Dia Nuestra Alacena 200 g;71;
CAT-2663;Masa pizza fresca familiar;DI-2312;Pizza jamón y queso familiar Dia Al Punto 600 g;70;
CAT-2854;Pizza atún y bacón;DI-0949;Pizza atún y bacon Casa Tarradellas 405 g;80;
CAT-3026;Croquetas de merluza ultracongelados;DI-3498;Croquetas de merluza y langostino Dia Al Punto 350 g;71;
CAT-3064;Gnocchi de pollo y verduras ultracongelados;DI-3328;Gnocchis con pollo y verduras Dia Al Punto 450 g;72;
CAT-3065;Pasta con pollo al pesto ultracongelada;DI-4095;Pasta pesto rosso con pollo y verduras Freshkia 290 g;70;
CAT-3102;Muslitos de surimi ultracongelados;DI-4133;Palitos de surimi ultracongelados MSC Dia Mari Marinera 450 g;85;
CAT-3120;Palitos de merluza a la romana ultracongelados;DI-4133;Palitos de surimi ultracongelados MSC Dia Mari Marinera 450 g;74;
CAT-3122;Rabas empanadas ultracongeladas;DI-4210;Rabas empanadas Dia Mari Marinera 400 g;70;
CAT-3123;Anillas de pota a la romana ultracongeladas;DI-4389;Anillas a la romana Dia Mari Marinera 400 g;73;
CAT-3126;Aritos de surimi a la romana ultracongelados;DI-4133;Palitos de surimi ultracongelados MSC Dia Mari Marinera 450 g;74;
CAT-3129;San Jacobos empanados de york y queso ultracongelados;DI-4347;Ruffles york queso 150 g;71;
CAT-3132;Pizza masa fina jamón ultracongelada;DI-0374;Pizza jamón y queso masa fina Dia Al Punto 350 g;74;
CAT-3133;Pizza masa fina 4 quesos ultracongelada;DI-4465;Pizza 4 quesos Dia Al Punto 390 g;73;
CAT-3134;Croquetas de jamón ultracongeladas;DI-3495;Croquetas de jamón Dia Al Punto 400 g;80;
CAT-3135;Empanadillas de atún ultracongeladas;DI-4779;Empanadillas de atún MSC La cocinera 312 g;78;
