id_catalogo,id_dia,nombre_catalogo,tipo,marca_catalogo,nombre_dia,marca_dia,precio_dia,score,motivo
CAT-1888,DI-2271,nuez macadamia tostada con sal,marca_blanca,,Nuez de macadamia tostada con sal Dia Naturmundo 100 g,Dia Naturmundo,2.89,8,"mismo producto (nuez macadamia tostada con sal), marca diferente pero catálogo es marca_blanca"
CAT-1882,DI-4296,maíz palomitas,marca_blanca,,Maíz para palomitas Dia Snack Maniac 500 g,Dia Snack Maniac,1.59,8,"mismo producto (maíz para palomitas), marca diferente pero catálogo es marca_blanca"
CAT-1887,DI-1213,palomitas de maíz con sal para microondas,marca_blanca,,Palomitas con sal para microondas Dia Snack Maniac 270 g,Dia Snack Maniac,1.1,8,"mismo producto (palomitas con sal para microondas), marca diferente pero catálogo es marca_blanca"
CAT-1280,DI-4685,dátiles medjoul con hueso,marca_blanca,,Dátiles Medjoul 500 g,DIA,6.99,8,"mismo producto (dátiles medjoul), pequeña diferencia (con hueso vs sin especificar) pero catálogo es marca_blanca"
CAT-1871,DI-0351,palomitas de maíz sabor mantequilla para microondas,marca_blanca,,Palomitas sabor mantequilla para microondas Dia Snack Maniac 270 g,Dia Snack Maniac,1.2,8,"mismo producto (palomitas mantequilla para microondas), marca diferente pero catálogo es marca_blanca"
CAT-1339,DI-1436,migas,marca_blanca,,Migas con chorizo Dia Al Punto 250 g,Dia Al Punto,1.89,8,"migas mismo tipo, variante con chorizo"
CAT-0248,DI-4670,huevo sorpresa de chocolate,marca_blanca,,Huevos de chocolate con sorpresa 3 unidades Kinder caja 60 g,Kinder,3.99,8,"producto similar (huevo sorpresa de chocolate), mismo concepto pero marca específica Kinder con detalles diferentes"
CAT-0410,DI-3828,maíz frito gigante,marca_blanca,,Maíz frito gigante Dia Snack Maniac 150 g,Dia Snack Maniac,1.45,8,"mismo producto (maíz frito gigante), marca diferente pero catálogo es marca_blanca"
CAT-4258,DI-4170,muesli con frutas,marca_blanca,,Muesli con frutas Gran Dia bolsa 1 Kg,Gran Dia,2.4,8,"mismo producto (muesli con frutas), marca diferente pero catálogo es marca_blanca"
CAT-1313,DI-3916,albóndigas en salsa,marca_blanca,,Albóndigas en salsa con patatas 320 g,DIA,3.49,8,"albóndigas en salsa mismo tipo, variante con patatas"
CAT-0189,DI-0270,café en cápsula cortado,marca_fabricante,Dolce Gusto,Cápsulas de café cortado Dolce Gusto 16 unidades,Nescafé,5.29,8,"mismo producto (café en cápsula cortado Dolce Gusto), marca padre diferente (Nescafé) pero producto idéntico"
CAT-1353,DI-0650,café soluble cappuccino,marca_blanca,,Café soluble cappuccino en sobres Dia Cafetería 125 g,Dia Cafetería,2.19,8,"mismo producto (café soluble cappuccino), marca diferente pero catálogo es marca_blanca"
CAT-3310,DI-3676,café soluble cappuccino caramelo,marca_blanca,,Café soluble cappuccino sabor caramelo en sobres Dia Cafetería 125 g,Dia Cafetería,2.25,8,"mismo producto (café soluble cappuccino caramelo), marca diferente pero catálogo es marca_blanca"
CAT-0766,DI-3417,aros de maíz,marca_blanca,,Mini aros de maíz Dia Snack Maniac 45 g,Dia Snack Maniac,0.39,8,"mismo producto (aros de maíz), pequeña diferencia: aros vs mini aros"
CAT-0552,DI-2675,barquillos rellenos crema de cacao,marca_blanca,,Barquillos rellenos de crema con leche y cacao Knoppers bolsa 75 g,Knoppers,1.49,8,"mismo producto (barquillos rellenos crema cacao), marca blanca, solo diferencia de marca fabricante"
CAT-0349,DI-3515,champú infantil,marca_blanca,,Gel y champú infantil 2 en 1 Planeta Bebé de Dia bote 500 ml,Planeta Bebé de Dia,1.9,8,"producto similar (champú infantil), pero DIA es gel+champú 2 en 1, variante ligeramente diferente"
CAT-0242,DI-0115,chocolate negro con almendras enteras,marca_fabricante,Valor,Chocolate puro con almendras enteras Valor 250 g,Valor,5.25,8,"mismo producto (chocolate negro con almendras Valor), pequeña diferencia en descripción del chocolate (puro vs negro)"
CAT-1077,DI-1096,cacao soluble instantáneo,marca_blanca,,Cacao soluble instantáneo Nesquik 1.2 Kg,Nesquik,9.19,8,"mismo producto (cacao soluble instantáneo), marca diferente pero catálogo es marca_blanca"
CAT-0161,DI-0023,crema de avellanas y cacao,marca_blanca,,Crema de cacao y leche de avellanas dúo Nocilla bote 360 g,Nocilla,3.99,8,"mismo producto (crema de avellanas y cacao), marca diferente pero catálogo es marca_blanca"
CAT-0190,DI-1709,café con leche en cápsula,marca_fabricante,Dolce Gusto,Cápsulas de café con leche Dolce Gusto 30 unidades,Nescafé,8.55,8,"mismo producto Dolce Gusto: café con leche en cápsula, pequeña diferencia en cantidad"
CAT-0200,DI-4755,café en cápsula espresso intenso,marca_fabricante,Dolce Gusto,Cápuslas de café expresso intenso Dolce Gusto 16 unidades,Nescafé,5.29,8,"mismo producto Dolce Gusto: café espresso intenso en cápsula, pequeña diferencia en cantidad"
CAT-4018,DI-3453,refresco té sabor mango sin azúcar,marca_blanca,,Refresco de té al mango zero Dia Upss 550 ml,Dia Upss,0.55,8,"refresco té mango sin azúcar, mismo tipo de producto con pequeña variación en denominación"
CAT-3305,DI-3240,flan de café,marca_blanca,,Flan de café Dia Caprichoso pack 2 x 100 g,Dia Caprichoso,1.0,8,"flan de café, mismo tipo de producto, distinta marca pero categoría idéntica"
CAT-1215,DI-1930,verduras asadas,marca_blanca,,Parrillada de verduras asadas Dia Al Punto 400 g,Dia Al Punto,1.55,8,"verduras asadas marca_blanca vs parrillada verduras, muy similar aunque nombre ligeramente distinto"
CAT-2813,DI-1136,pechuga de pavo al horno de leña lonchas,marca_fabricante,Campofrío,Pechuga de pavo Campofrío 70 g,Campofrío,1.0,8,"mismo producto Campofrío, pequeña diferencia en descripción (leña/sin especificar), mismo tipo"
CAT-2823,DI-0430,cerveza con aguardiente de agave,marca_fabricante,Desperados,Cerveza Desperados 33 cl,Desperados,1.36,8,misma marca Desperados pero descripción diferente (con aguardiente de agave vs genérica)
CAT-3194,DI-1182,helado bombón negro,marca_blanca,,Helado bombón chocolate negro Dia Temptation 4 x 83 g,Dia Temptation,2.49,8,"marca_blanca, helado bombón negro vs bombón chocolate negro, mismo producto con pequeña variación descripción"
CAT-2150,DI-2297,burger de pavo y espinacas,marca_blanca,,Burger de pollo y espinacas Selección de Dia 200 g,Selección de Dia,1.99,8,burger similar pero diferente carne (pavo vs pollo)
CAT-0592,DI-2920,galletas de canela,marca_blanca,,Galletas con canela Cuétara Napolitanas caja 426 g,Cuétara,2.79,8,"mismo producto (galletas con canela), pequeña diferencia en descripción exacta"
CAT-3919,DI-0442,tortas de aceite,marca_fabricante,Inés Rosales,Tortas de anís con aceite de oliva Inés Rosales bolsa 180 g,Inés Rosales,2.1,8,"tortas de aceite, variante con anís específico en DIA, mismo fabricante Inés Rosales"
CAT-3982,DI-0967,rosquillas al cacao,marca_blanca,,Mini rosquillas al cacao El molino de Dia bandeja 155 g,El molino de Dia,1.59,8,"rosquillas al cacao, variante mini en DIA, mismo producto base"
CAT-3834,DI-4430,manzana roja acidulce,marca_blanca,,Manzana roja acidulce Fuji bolsa 1 Kg,DIA,2.29,8,"mismo producto, manzana roja acidulce, variante Fuji específica"
CAT-3836,DI-1642,postre de soja sabor arándanos,marca_fabricante,Alpro,Postre de soja sabor arándanos y frutos rojos Alpro pack 4 x 125 g,Alpro,2.89,8,"postre de soja Alpro, sabor arándanos con especificación adicional frutos rojos"
CAT-2569,DI-2479,queso añejo de oveja al romero,marca_blanca,,Queso de oveja al romero Vega Sotuélamos 170 g,Vega Sotuélamos,3.99,8,"queso oveja romero pero uno 'añejo' y otro sin especificar, variante similar"
CAT-3365,DI-0321,cuajada,marca_blanca,,Cuajada sin azúcar Danone pack 2 x 135 g,Danone,1.49,8,"cuajada pero DIA especifica 'sin azúcar', misma categoría con variante"
CAT-3358,DI-0048,gelatina sabor fresa,marca_blanca,,Gelatina sabor fresa sin azúcar Royal pack 4 x 90 g,Royal,1.79,8,"gelatina fresa pero DIA especifica 'sin azúcar', misma categoría con variante"
CAT-2221,DI-0636,lavavajillas a mano,marca_blanca,,Lavavajillas a mano formula mejorada Flota botella 1.1 L,Flota,1.59,8,"mismo producto (lavavajillas a mano), diferente marca (Flota)"
CAT-1055,DI-1926,yogur griego stracciatella,marca_blanca,,Yogur griego stracciatella Oikos pack 4 x 110 g,Oikos,2.89,8,"mismo producto, yogur griego stracciatella, marca distinta no baja score"
CAT-0428,DI-1001,té verde,marca_blanca,,Té verde puro Hornimans 20 unidades,Hornimans,2.99,8,"mismo tipo de producto (té verde), diferente marca (marca blanca vs Hornimans) y formato (bolsas vs 20 unidades)"
CAT-0964,DI-3422,sal gruesa para hornear,marca_blanca,,Sal para hornear Dia 2 Kg,Dia,1.4,8,"mismo producto (sal para hornear), diferente tamaño (no especificado vs 2 Kg)"
CAT-2698,DI-2698,galletas digestive de avena con chocolate con leche,marca_blanca,,Mini galletas digestive con avena y chocolate Gullón bolsa 160 g,Gullón,1.5,8,"digestive avena y chocolate, mismo producto con variante mini"
CAT-2539,DI-0508,arroz redondo,marca_blanca,,Arroz redondo Sabroz Brillante 1 Kg,Brillante,2.79,8,"mismo tipo (arroz redondo), diferente marca (Sabroz Brillante)"
CAT-3093,DI-1273,hélices,marca_blanca,,Hélices cocción rápida 3 min Gallo 400 g,Gallo,1.6,8,"mismo tipo (hélices pasta), diferente marca (Gallo)"
CAT-2499,DI-1087,vinagre de vino blanco,marca_blanca,,Vinagre de vino blanco Ybarra 1 L,Ybarra,1.25,8,"mismo tipo (vinagre blanco), diferente marca (Ybarra) y formato"
CAT-2502,DI-2004,vinagre de manzana,marca_blanca,,Vinagre de manzana ecológico Riojavina 500 ml,Riojavina,2.35,8,"mismo tipo (vinagre de manzana), diferente marca (Riojavina) y variante (ecológico)"
CAT-3891,DI-1255,pan de fibra y sésamo,marca_blanca,,Barra de pan con sésamo y fibra blanca El molino de Dia 265 g,El molino de Dia,0.79,8,"pan con sésamo y fibra, mismo producto con nomenclatura ligeramente distinta"
CAT-3901,DI-1724,baguette sin gluten,marca_blanca,,Baguette rústica sin gluten Proceli 120 g,Proceli,1.9,8,"baguette sin gluten mismo tipo, variante rústica"
CAT-2876,DI-0147,panecillos,marca_blanca,,Panecillos tostados integral El molino de Dia 225 g,El molino de Dia,0.85,8,"panecillos mismo tipo, variante integral tostado"
CAT-3958,DI-2254,pan viena,marca_blanca,,Pan viena integral 50% El molino de Dia 80 g,El molino de Dia,0.29,8,"pan viena mismo tipo, variante integral 50%"
CAT-3824,DI-1525,mejillón,marca_blanca,,Carne de mejillón cocido Dia Mari Marinera 250 g,Dia Mari Marinera,2.19,8,"mejillón cocido mismo producto, variante de presentación"
CAT-3822,DI-0420,navajas,marca_blanca,,Navajas al natural Cabo de Hornos 63 g,Cabo de Hornos,2.59,8,"navajas al natural mismo producto, mismo tipo"
CAT-2819,DI-1863,salmón ahumado,marca_blanca,,Salmón ahumado Noruego Dia Selección Mundial sobre 100 g,Dia Selección Mundial,3.8,8,"salmón ahumado mismo producto, variante noruego"
CAT-1086,DI-1353,mantequilla sin lactosa,marca_blanca,,Mantequilla ligera sin lactosa Central Lechera Asturiana 250 g,Central Lechera Asturiana,3.85,8,"mantequilla sin lactosa pero DIA especifica 'ligera', variante similar"
CAT-1763,DI-0173,mango,marca_blanca,,Néctar de mango Dia Saborfera 1 L,Dia Saborfera,1.19,8,"mismo producto (mango/néctar de mango), diferente formato (fruta vs bebida de frutas)"
CAT-3475,DI-2376,tomate rallado,marca_blanca,,Tomate rallado natural con aceite de oliva La gergaleña 200 g,La gergaleña,1.45,8,mismo producto (tomate rallado) pero marca diferente y con aceite de oliva añadido
CAT-0397,DI-3097,galletas maría dorada sin azúcar,marca_blanca,,Galletas al horno 0% azúcares añadidos Marbú Dorada caja 400 g,Marbú,2.85,8,"mismo tipo (galletas maría sin azúcar), diferente marca (Marbú) y descripción similar"
CAT-1963,DI-0231,postre de soja sabor chocolate,marca_blanca,,Postre vegetal de soja con chocolate Dia Vegedia pack 4 x 100 g,Dia Vegedia,1.55,8,"postre soja chocolate vs postre vegetal soja chocolate, esencialmente mismo producto"
CAT-0278,DI-3519,bizcocho de cacao,marca_blanca,,Bizcocho al cacao relleno de cacao El molino de Dia bolsa 50 g,El molino de Dia,0.39,8,"bizcocho de cacao, mismo producto con pequeña diferencia DIA especifica relleno de cacao"
CAT-0659,DI-0947,mermelada de naranja amarga,marca_blanca,,Mermelada de naranja amarga diet La vieja fabrica frasco 290 g,La vieja fábrica,2.89,8,"mermelada naranja amarga, DIA es diet pero mismo producto base"
CAT-0760,DI-1296,hogaza de centeno,marca_blanca,,Hogaza de centeno y avena El molino de Dia 500 g,El molino de Dia,1.94,8,"hogaza de centeno, mismo producto pero DIA añade avena a la descripción"
CAT-3992,DI-2236,berlina al cacao,marca_blanca,,Berlina de crema de cacao El molino de Dia 90 g,El molino de Dia,0.69,8,"berlina de cacao, mismo producto con pequeña diferencia en descripción de relleno"
CAT-4167,DI-2576,té negro,marca_blanca,,Té negro sabor vainilla y caramelo Dia Tetería 12 unidades,Dia Tetería,1.89,8,"té negro, misma categoría, variante con sabor (vainilla y caramelo)"
CAT-7999,DI-1012,desatascador de tuberías en gel,marca_blanca,,Desatascador de tuberías gel denso WC Net botella 1 L,WC Net,6.99,8,"mismo tipo de producto (desatascador en gel), marcas distintas pero función idéntica"
CAT-4287,DI-3558,masa gruesa para empanadas estilo argentino,marca_fabricante,Buitoni,Masa gruesa para empanadillas estilo argentino Buitoni bolsa 350 g,Buitoni,2.39,8,"mismo producto, mismo tipo y marca, pequeña diferencia en denominación (empanadas vs empanadillas)"
CAT-7291,DI-0438,yemas de espárragos,marca_blanca,,Yemas de espárragos gruesas Dia Vegecampo 110 g,Dia Vegecampo,1.66,8,"mismo producto base (yemas de espárragos), pequeña variación (gruesas)"
CAT-5737,DI-0562,aceitunas verdes rellenas de anchoa reducidas en sal,marca_blanca,,Aceitunas rellenas de anchoa Jolca 130 g,Jolca,1.99,8,"aceitunas verdes rellenas de anchoa, misma categoría, diferencia menor en descripción (reducidas en sal vs sin especificar)"
CAT-1217,DI-1632,postre lácteo infantil fresa y plátano,marca_blanca,,Postre lácteo infantil con puré de fresa y plátano Smileat bolsa 100 g,Smileat,1.71,8,"mismo producto base, postre lácteo infantil con fresa y plátano, pequeña variación en presentación"
CAT-7395,DI-1011,sopa de cocido,marca_blanca,,Sopa de cocido con fideos Gallina Blanca 72 g,Gallina Blanca,0.89,8,"sopa de cocido, misma categoría, variante con fideos"
CAT-3138,DI-4130,hélices con vegetales,marca_blanca,,Hélices vegetales Dia Al Diante 500 g,Dia Al Diante,0.8,9,"mismo producto hélices con vegetales, nombres muy similares"
CAT-7146,DI-2302,cacao en polvo a la taza,marca_fabricante,Valor,Cacao puro en polvo Valor 250 g,Valor,6.75,10,"cacao en polvo Valor, mismo producto exacto, marca coincide"
CAT-7094,DI-0460,zamburiñas en salsa de vieira,marca_blanca,,Zamburiñas en salsa vieira Dia Mari Marinera 63 g,Dia Mari Marinera,1.95,10,"zamburiñas en salsa vieira, mismo producto"
CAT-7092,DI-1987,almejones al natural,marca_blanca,,Almejones al natural Dia Mari Marinera 63 g,Dia Mari Marinera,1.35,10,"almejones al natural, mismo producto"
CAT-7130,DI-0851,café soluble descafeinado en sobres,marca_blanca,,Café soluble descafeinado en sobres Nescafé 20 g,Nescafé,1.79,10,"café soluble descafeinado en sobres, mismo producto"
CAT-6450,DI-0499,salsa yogur,marca_blanca,,Salsa de yogur Dia Salseo 300 ml,Dia Salseo,0.9,10,"salsa de yogur, mismo producto"
CAT-6492,DI-3483,queso tierno mezcla,marca_blanca,,Queso tierno mezcla Dia El Cencerro 250 g,Dia El Cencerro,1.96,10,"queso tierno mezcla, mismo producto"
CAT-4315,DI-1770,solomillo de pavo,marca_blanca,,Solomillo de pavo Selección de Dia 500 g aprox.,Selección de Dia,4.25,10,"solomillo de pavo, mismo producto"
CAT-4160,DI-2635,bebida de naranja sin azúcares añadidos,marca_blanca,,Bebida de zumo de naranja sin azúcares añadidos Dia Saborfera 1 L,Dia Saborfera,0.99,10,"bebida de naranja sin azúcares añadidos, mismo producto"
CAT-4050,DI-3412,copos de avena sin gluten,marca_blanca,,Copos de avena 100% integral sin gluten Gran Dia bolsa 500 g,Gran Dia,2.39,10,"copos de avena sin gluten, mismo producto"
CAT-1966,DI-2806,agua de colonia bebé,marca_fabricante,Nenuco,Agua de colonia fragancia original Nenuco botella 650 ml,Nenuco,3.99,10,"misma marca (Nenuco), mismo producto exacto"
CAT-0258,DI-0703,barritas de barquillo con chocolate con leche,marca_fabricante,Huesitos,Barritas de barquillo recubierta de chocolate con leche Huesitos bolsa 120 g,Huesitos,1.95,10,"misma marca (Huesitos), mismo producto exacto"
CAT-7649,DI-2786,cerveza sin alcohol,marca_fabricante,Mahou,Cerveza sin alcohol Mahou 33 cl,Mahou,0.75,10,"misma marca (Mahou), mismo producto, mismo tipo"
CAT-7428,DI-3286,miel de montaña,marca_blanca,,Miel de montaña Mielove de Dia frasco 500 g,Mielove de Dia,4.99,10,"mismo producto, miel de montaña"
CAT-7296,DI-1031,cardo troceado,marca_blanca,,Cardo troceado Gvtarra 400 g,Gvtarra,3.45,10,"mismo producto, cardo troceado"
CAT-7293,DI-4291,pimientos del piquillo en tiras con ajo,marca_blanca,,Pimientos del piquillo en tiras con ajo Dia Vegecampo 225 g,Dia Vegecampo,1.1,10,"mismo producto exacto, pimientos del piquillo con ajo"
CAT-7148,DI-0178,chocolate para hacer a la taza,marca_fabricante,Valor,Chocolate para hacer a la taza Valor 300 g,Valor,4.75,10,"misma marca (Valor), mismo producto exacto"
CAT-7093,DI-1554,concha fina al natural,marca_blanca,,Concha fina al natural Ubago 55 g,Ubago,2.39,10,"mismo producto, concha fina al natural"
CAT-7085,DI-4614,café molido mezcla intensa,marca_fabricante,La Estrella,Café molido mezcla La estrella 250 g,La estrella,4.99,10,"misma marca (La Estrella), mismo producto, formato similar"
CAT-7062,DI-1410,bonito del norte en escabeche,marca_blanca,,Bonito del norte en escabeche Dia Mari Marinera 140 g,Dia Mari Marinera,3.39,10,"mismo producto exacto, bonito del norte en escabeche"
CAT-0887,DI-0240,tomate frito con aceite de oliva,marca_blanca,,Tomate frito con aceite de oliva Solís 360 g,Solís,1.79,10,"mismo producto (tomate frito con aceite de oliva), marca_blanca ignora marca"
CAT-3139,DI-4434,masa para empanadillas y postres,marca_fabricante,Buitoni,Masa para empanadillas y postres Buitoni bolsa 160 g,Buitoni,1.25,10,"mismo producto exacto, misma marca Buitoni, mismo tipo de masa"
CAT-1791,DI-0910,aroma de vainilla,marca_blanca,,Aroma de vainilla Dr. Oetker blister 8 g,Dr. Oetker,2.89,10,"mismo producto (aroma de vainilla), marca_blanca ignora marca específica"
CAT-1736,DI-3404,harina de espelta integral,marca_blanca,,Harina de espelta integral El molino de Dia 1 Kg,El molino de Dia,1.45,10,"mismo producto exacto, marca blanca vs El molino de Dia"
CAT-1735,DI-0727,harina de maíz blanco precocida,marca_blanca,,Harina de maíz blanco PAN 1 Kg,Pan,2.49,10,"mismo producto exacto, marca blanca vs Pan"
CAT-1731,DI-0377,harina de trigo,marca_blanca,,Harina de trigo Gallo 1 Kg,Gallo,1.45,10,"mismo producto exacto, marca blanca vs Gallo"
CAT-1703,DI-1265,harina de fuerza,marca_blanca,,Harina de fuerza El molino de Dia 1 Kg,El molino de Dia,0.95,10,"mismo producto exacto, marca blanca vs El molino de Dia"
CAT-3311,DI-2965,molinillo pimienta negra,marca_blanca,,Molinillo pimienta negra Dia Vegecampo 46 g,Dia Vegecampo,1.31,10,"mismo producto exacto, marca blanca vs Dia Vegecampo"
CAT-3016,DI-0535,piñones,marca_blanca,,Piñones al natural Dia Naturmundo 70 g,Dia Naturmundo,2.99,10,"mismo producto exacto, marca blanca vs Dia Naturmundo"
CAT-2965,DI-1045,pimentón dulce,marca_blanca,,Pimentón dulce Carmencita 47 g,Carmencita,2.05,10,"mismo producto exacto, marca blanca vs Carmencita"
CAT-2848,DI-0099,perejil,marca_blanca,,Perejil Dani 13 g,Dani,1.65,10,"mismo producto exacto, marca blanca vs Dani"
CAT-2847,DI-0101,orégano,marca_blanca,,Orégano Dani 11 g,Dani,1.65,10,"mismo producto exacto, marca blanca vs Dani"
CAT-2843,DI-3079,tomillo,marca_blanca,,Tomillo Dia Vegecampo 25 g,Dia Vegecampo,0.99,10,"mismo producto exacto, marca blanca vs Dia Vegecampo"
CAT-1768,DI-0701,pera conferencia,marca_blanca,,Pera conferencia bandeja 700 g,DIA,1.79,10,"mismo producto exacto (pera conferencia), solo diferencia de formato/presentación"
CAT-1762,DI-0842,manzana golden,marca_blanca,,Manzana Golden bolsa 1 Kg,DIA,1.99,10,"mismo producto (manzana golden), marca_blanca ignora marca"
CAT-2666,DI-1421,salsa miel y mostaza,marca_blanca,,Salsa miel y mostaza Dia Salseo 310 g,Dia Salseo,0.99,10,"mismo producto (salsa miel y mostaza), marca_blanca ignora marca"
CAT-2122,DI-2645,guacamole,marca_blanca,,Guacamole Dia Al Punto 200 g,Dia Al Punto,1.8,10,"mismo producto (guacamole), marca_blanca ignora marca"
CAT-1932,DI-0479,salsa de queso,marca_blanca,,Salsa de queso Old El Paso 320 g,Old El Paso,3.15,10,"mismo producto (salsa de queso), marca_blanca ignora marca"
CAT-1312,DI-2453,chili con carne,marca_blanca,,Chili con carne Old El Paso 418 g,Old El Paso,3.99,10,"mismo producto (chili con carne), marca_blanca ignora marca"
CAT-0908,DI-0346,salsa césar,marca_blanca,,Salsa césar Dia Salseo 300 ml,Dia Salseo,1.02,10,"mismo producto (salsa césar), marca_blanca ignora marca"
CAT-0907,DI-3892,salsa teriyaki,marca_blanca,,Salsa teriyaki Maggi 355 g,Maggi,2.39,10,"mismo producto (salsa teriyaki), marca_blanca ignora marca"
CAT-0906,DI-0804,salsa de soja,marca_blanca,,Salsa de soja Kikkoman 250 ml,Kikkoman,4.69,10,"mismo producto (salsa de soja), marca_blanca ignora marca"
CAT-0904,DI-4691,salsa burger,marca_blanca,,Salsa burger Dia Salseo 320 g,Dia Salseo,1.5,10,"mismo producto (salsa burger), marca_blanca ignora marca"
CAT-0903,DI-1066,salsa barbacoa,marca_blanca,,Salsa barbacoa Heinz 0.22 ml,Heinz,2.59,10,"mismo producto (salsa barbacoa), marca_blanca ignora marca"
CAT-0902,DI-3263,tomate frito sin azúcar,marca_blanca,,Tomate frito 0% azúcares añadidos Dia Vegecampo 390 g,Dia Vegecampo,0.69,10,"mismo producto (tomate frito sin azúcar), marca_blanca ignora marca"
CAT-0899,DI-3869,salsa de trufa,marca_blanca,,Salsa de trufa Ybarra 250 ml,Ybarra,2.85,10,"mismo producto (salsa de trufa), marca_blanca ignora marca"
CAT-2776,DI-1048,canela en rama,marca_blanca,,Canela en rama Carmencita 5 g,Carmencita,1.25,10,"mismo producto exacto, marca blanca vs Carmencita"
CAT-1880,DI-0234,sazonador para paella con azafrán,marca_blanca,,Sazonador para paellera con azafrán Carmencita 20 g,Carmencita,2.75,10,"mismo producto exacto, nombre con pequeña variación (paella/paellera)"
CAT-1865,DI-2975,pimentón picante,marca_blanca,,Pimentón picante Dia Vegecampo 58 g,Dia Vegecampo,1.31,10,"mismo producto exacto, marca blanca vs Dia Vegecampo"
CAT-1864,DI-1303,colorante alimentario,marca_blanca,,"Colorante alimentario Pote 19,2 g",Pote,1.25,10,"mismo producto exacto, marca blanca vs Pote"
CAT-1863,DI-1052,cayena guindillas,marca_blanca,,Cayena guindillas Carmencita 16 g,Carmencita,2.45,10,"mismo producto exacto, marca blanca vs Carmencita"
CAT-1862,DI-1051,canela molida,marca_blanca,,Canela molida Carmencita 43 g,Carmencita,1.99,10,"mismo producto exacto, marca blanca vs Carmencita"
CAT-1861,DI-2973,nuez moscada molida,marca_blanca,,Nuez moscada molida Dia Vegecampo 60 g,Dia Vegecampo,1.65,10,"mismo producto exacto, marca blanca vs Dia Vegecampo"
CAT-1860,DI-3535,pimienta negra en grano,marca_blanca,,Pimienta negra en grano Toque 90 g,Toque,2.75,10,"mismo producto exacto, marca blanca vs Toque"
CAT-1859,DI-0100,pimienta negra molida,marca_blanca,,Pimienta negra molida Dani 45 g,Dani,2.15,10,"mismo producto exacto, marca blanca vs Dani"
CAT-1858,DI-3077,pimienta blanca molida,marca_blanca,,Pimienta blanca molida Dia Vegecampo 65 g,Dia Vegecampo,2.14,10,"mismo producto exacto, marca blanca vs Dia Vegecampo"
CAT-1855,DI-3075,jengibre molido,marca_blanca,,Jengibre molido Dia Vegecampo 50 g,Dia Vegecampo,1.65,10,"mismo producto jengibre molido, solo diferente marca y formato"
CAT-1852,DI-3070,cebolla en polvo,marca_blanca,,Cebolla en polvo Dia Vegecampo 60 g,Dia Vegecampo,0.94,10,"mismo producto cebolla en polvo, solo diferente marca y formato"
CAT-1851,DI-1047,hierbas provenzales,marca_blanca,,Hierbas provenzales Carmencita 10 g,Carmencita,1.39,10,"mismo producto hierbas provenzales, solo diferente marca y formato"
CAT-1849,DI-2968,albahaca,marca_blanca,,Albahaca Dia Vegecampo 20 g,Dia Vegecampo,1.25,10,"mismo producto albahaca, solo diferente marca y formato"
CAT-3472,DI-1152,tomate pera,marca_blanca,,Tomate pera bandeja 500 g,DIA,1.0,10,"mismo producto exacto (tomate pera), solo diferencia de presentación"
CAT-3425,DI-0029,pimientos tricolor,marca_blanca,,Pimientos tricolor bolsa 500 g,DIA,2.39,10,"mismo producto exacto (pimientos tricolor), solo diferencia de presentación"
CAT-0477,DI-1748,cerveza sin filtrar,marca_fabricante,El Águila,Cerveza sin filtrar El águila 33 cl,El águila,0.89,10,"mismo producto exacto (cerveza sin filtrar El Águila), misma marca"
CAT-3399,DI-0184,pimiento verde,marca_blanca,,Pimiento verde granel 500 g aprox.,DIA,1.5,10,"mismo producto exacto (pimiento verde), solo diferencia de presentación"
CAT-3398,DI-4648,pimiento rojo,marca_blanca,,Pimiento rojo unidad 320 g aprox.,DIA,1.18,10,"mismo producto exacto (pimiento rojo), solo diferencia de presentación"
CAT-3391,DI-4521,batata,marca_blanca,,Batata unidad 700 g aprox.,DIA,1.67,10,"mismo producto exacto (batata), solo diferencia de tamaño"
CAT-3389,DI-1883,coliflor,marca_blanca,,Coliflor Dia Vegecampo 1 Kg,Dia Vegecampo,1.99,10,"mismo producto exacto (coliflor), solo diferencia de marca blanca"
CAT-2120,DI-1383,aguacate,marca_blanca,,Aguacate bandeja 450 g,DIA,2.49,10,"mismo producto exacto (aguacate), solo diferencia de tamaño"
CAT-2115,DI-0168,plátano de Canarias IGP,marca_blanca,,Plátano de canarias bolsa 1 Kg aprox.,DIA,2.3,10,"mismo producto exacto (plátano de Canarias), solo diferencia de formato"
CAT-2097,DI-0267,fresón,marca_blanca,,Fresón bandeja 500 g,DIA,3.39,10,"mismo producto exacto (fresón), solo diferencia de presentación"
CAT-1809,DI-1167,uva roja sin semillas,marca_blanca,,Uva roja sin semilla 400 g,DIA,2.69,10,"mismo producto exacto (uva roja sin semillas), solo diferencia de tamaño"
CAT-1801,DI-0304,uva blanca sin semillas,marca_blanca,,Uva blanca sin semillas bandeja 400 g,DIA,2.69,10,"mismo producto exacto (uva blanca sin semillas), solo diferencia de tamaño"
CAT-1787,DI-0163,limones,marca_blanca,,Limones malla 750 g,DIA,1.99,10,"mismo producto exacto (limones), solo diferencia de presentación"
CAT-1777,DI-2381,pera ercolina,marca_blanca,,Pera Ercolina bandeja 500 g,DIA,1.99,10,"mismo producto exacto (pera ercolina), solo diferencia de tamaño"
CAT-1774,DI-2208,huevos medianos,marca_blanca,,Huevos medianos M Dia 24 unidades,Dia,5.75,10,"mismo producto marca_blanca, huevos medianos M, mismo tipo"
