id;nombre;categoria;subcategoria
GEN-1002;Desodorante cobalt dry Rexona Men antitranspirante;Cuidado personal e Higiene;Desodorantes
GEN-1003;Desodorante dermo extra control Sanex antitranspirante;Cuidado personal e Higiene;Desodorantes
GEN-1004;Desodorante avena antitranspirante;Cuidado personal e Higiene;Desodorantes
GEN-1005;Desodorante Lactovit anti irritaciones;Cuidado personal e Higiene;Desodorantes
GEN-1006;Desodorante Zero Sanex;Cuidado personal e Higiene;Desodorantes
GEN-1007;Desodorante Dark antimanchas;Cuidado personal e Higiene;Desodorantes
GEN-1008;Desodorante para pies en polvo antitranspirante;Cuidado personal e Higiene;Desodorantes
GEN-1009;Desodorante para pies fresh & dry antitranspirante;Cuidado personal e Higiene;Desodorantes
GEN-1010;Patatas fritas extra crujientes;Frutas y Verduras;Verduras
GEN-1011;Patatas fritas clásicas;Frutas y Verduras;Verduras
GEN-1012;Patatas fritas onduladas sabor jamón serrano;Frutas y Verduras;Verduras
GEN-1013;Patatas fritas corte ondulado;Frutas y Verduras;Verduras
GEN-1014;Patatas light;Frutas y Verduras;Verduras
GEN-1015;Aperitivo de patata sabor original Pringles;Frutas y Verduras;Verduras
GEN-1016;Aperitivo de patata sabor crema agria y cebolla Pringles;Frutas y Verduras;Verduras
GEN-1017;Patatas fritas sabor sal y vinagre;Frutas y Verduras;Verduras
GEN-1018;Patatas fritas sabor chili y lima;Frutas y Verduras;Verduras
GEN-1019;Patatinas extra crujientes;Desayuno y Snack;Snack salados
GEN-1020;Patatas fritas 0% sal añadida;Frutas y Verduras;Verduras
GEN-1021;Aperitivo de patata con sabor a nata agria y cebolla;Frutas y Verduras;Verduras
GEN-1022;Patatas fritas onduladas sabor queso de cabra y cebolla caramelizada;Frutas y Verduras;Verduras
GEN-1023;Patatas fritas onduladas sabor campestre;Frutas y Verduras;Verduras
GEN-1024;Aperitivo de patata sabor barbacoa;Frutas y Verduras;Verduras
GEN-1025;Nachos;Desayuno y Snack;Snack salados
GEN-1026;Tiras de maíz frito sabor barbacoa;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
GEN-1027;Nachos tex-mex sabor queso;Lácteos y Huevos;Quesos
GEN-1028;Garfitos de maíz sabor queso;Lácteos y Huevos;Quesos
GEN-1029;Cuquitos sabor queso;Lácteos y Huevos;Quesos
GEN-1030;Conos sabor bacón y queso;Lácteos y Huevos;Quesos
GEN-1031;Galletitas saladas;Desayuno y Snack;Snack salados
GEN-1032;Cuquis;Desayuno y Snack;Snack salados
GEN-1033;Combinado de aperitivos;Desayuno y Snack;Snack salados
GEN-1034;Bombitas de maíz sabor mantequilla;Lácteos y Huevos;Mantequillas y Natas
GEN-1035;Torreznos sabor barbacoa;Desayuno y Snack;Snack salados
GEN-1036;Trigo snack sabor ahumado;Desayuno y Snack;Snack salados
GEN-1037;Patatas fritas paja;Frutas y Verduras;Verduras
GEN-1038;Torreznos;Desayuno y Snack;Snack salados
GEN-1039;Piña deshidratada;Frutas y Verduras;Fruta
GEN-1040;Sticks de patata;Frutas y Verduras;Verduras
GEN-1041;Aros de maíz;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
GEN-1042;Palomitas caramelo;Desayuno y Snack;Snack salados
GEN-1043;Snack de maíz Stars sabor mantequilla;Lácteos y Huevos;Mantequillas y Natas
GEN-1044;Snack de maíz Crunchy sabor agridulce picante;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
GEN-1045;Snack de maíz Redes sabor barbacoa;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
GEN-1046;Sticks vegetales;Frutas y Verduras;Verduras
GEN-1047;Snack Balls sabor queso;Lácteos y Huevos;Quesos
GEN-1048;Súper Cuquis;Desayuno y Snack;Snack salados
GEN-1049;Snack frito Binkies sabor queso;Lácteos y Huevos;Quesos
GEN-1050;Snack frito Rolls sabor queso y chili picante;Lácteos y Huevos;Quesos
GEN-1051;Snack de lentejas horneado Lentils;Despensa;Legumbres secas
GEN-1052;Aceite corporal aloe vera;Despensa;Aceites
GEN-1053;Aceite corporal de almendras 100% natural;Desayuno y Snack;Frutos secos embasados
GEN-1054;Aceite corporal de romero 100% natural;Despensa;Aceites
GEN-1055;Aceite corporal rosa mosqueta;Despensa;Aceites
GEN-1056;Loción corporal Hidrata aloe vera y ácido hialurónico;Cuidado personal e Higiene;Cremas y protectores
GEN-1057;Crema corporal;Cuidado personal e Higiene;Cremas y protectores
GEN-1058;Gel corporal aloe vera;Cuidado personal e Higiene;Higiene corporal
GEN-1059;Loción corporal Repara urea 10% y dexpantenol;Cuidado personal e Higiene;Cremas y protectores
GEN-1060;Loción corporal Calm omega 3, 6, 9 y niacinamida;Cuidado personal e Higiene;Cremas y protectores
GEN-1061;Loción corporal reafirmante Q10 y vitamina C;Cuidado personal e Higiene;Cremas y protectores
GEN-1062;Exfoliante corporal marino Sal Mar Muerto;Despensa;Sales
GEN-1063;Crema corporal anticelulítica;Cuidado personal e Higiene;Cremas y protectores
GEN-1064;Gel corporal aloe vera puro Atlantia;Cuidado personal e Higiene;Higiene corporal
GEN-1065;Leche corporal nutritiva con ácido hialurónico, aceite de almendras y sérum de nutrición profunda;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
GEN-1066;Tratamiento crema reductor intensivo noche;Cuidado personal e Higiene;Cremas y protectores
GEN-1067;Gel refrescante mentol para pies y piernas;Cuidado personal e Higiene;Cremas y protectores
GEN-1068;Loción corporal Nutre almendras y cica;Desayuno y Snack;Frutos secos embasados
GEN-1069;Exfoliante corporal de coco;Cuidado personal e Higiene;Cremas y protectores
GEN-1070;Crema corporal Esferas Vit. E&A;Cuidado personal e Higiene;Cremas y protectores
GEN-1071;Sorbete corporal Posidonia;Congelados;Helados y postres congelados
GEN-1072;Crema corporal Olive;Cuidado personal e Higiene;Cremas y protectores
GEN-1073;Manteca corporal Murumuru;Cuidado personal e Higiene;Cremas y protectores
GEN-1074;Lote corporal mujer Vainilla Sunset;Cuidado personal e Higiene;Cremas y protectores
GEN-1075;Lote corporal mujer Pistacho Cream;Desayuno y Snack;Frutos secos embasados
GEN-1076;Crema de manos flor de Japón Hidrata & Perfuma;Conservas y Enlatados;Sopas, cremas y otros preparados
GEN-1077;Crema de manos hidratante con aloe vera;Conservas y Enlatados;Sopas, cremas y otros preparados
GEN-1078;Crema de manos reparadora;Conservas y Enlatados;Sopas, cremas y otros preparados
GEN-1079;Crema de manos, cara y cuerpo Soft hidratante intensiva;Conservas y Enlatados;Sopas, cremas y otros preparados
GEN-1080;Crema de manos anti-manchas FPS 20;Conservas y Enlatados;Sopas, cremas y otros preparados
GEN-1081;Crema de manos intensiva;Conservas y Enlatados;Sopas, cremas y otros preparados
GEN-1082;Crema de manos nutritiva Karité;Desayuno y Snack;Té e infusiones
GEN-1083;Crema de manos Oriental Woods;Conservas y Enlatados;Sopas, cremas y otros preparados
GEN-1084;Crema para pies 10% urea pura;Cuidado personal e Higiene;Cremas y protectores
GEN-1085;Crema hidratante para pies anti-sequedad;Cuidado personal e Higiene;Cremas y protectores
GEN-1086;Stick para pies anti-rozaduras;Cuidado personal e Higiene;Cremas y protectores
GEN-1087;Papel higiénico húmedo WC;Hogar;Utensilios y consumibles de limpieza
GEN-1088;Toallitas Dermo higiene corporal tamaño gigantes;Bebes;Toallitas y algodón
GEN-1089;Toallitas de manos hidroalcohólicas 75% Alcohol;Bebes;Toallitas y algodón
GEN-1090;Toallitas refrescantes;Bebes;Toallitas y algodón
GEN-1091;Toallitas refrescantes monodosis;Bebes;Toallitas y algodón
GEN-1092;Magdalenas;Panadería y Pastelería;Bollos
GEN-1093;Valencianas;Panadería y Pastelería;Bollos
GEN-1094;Croissant;Panadería y Pastelería;Bollos
GEN-1095;Croissant relleno de crema al cacao;Panadería y Pastelería;Bollos
GEN-1096;Bollo con pepitas de chocolate Choco Buns;Panadería y Pastelería;Bollos
GEN-1097;Ensaimadas;Panadería y Pastelería;Bollos
GEN-1098;Pan de leche;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
GEN-1099;Bocaditos bañados al cacao;Desayuno y Snack;Café y cacaos
GEN-1100;Sobaos;Panadería y Pastelería;Bollos
GEN-1101;Crepes rellenos de chocolate;Frutas y Verduras;Verduras
GEN-1102;Palmeritas;Panadería y Pastelería;Bollos
GEN-1103;Gofres clásicos;Panadería y Pastelería;Bollos
GEN-1104;Gofres con chocolate;Frutas y Verduras;Verduras
GEN-1105;Napolitanas con relleno de cacao;Panadería y Pastelería;Bollos
GEN-1106;Rosegones pasta de almendras;Desayuno y Snack;Frutos secos embasados
GEN-1107;Bizcochos;Panadería y Pastelería;Bollos
GEN-1108;Bizcochos de huevo;Lácteos y Huevos;Huevos
GEN-1109;Napolitanas con relleno sabor crema;Panadería y Pastelería;Bollos
GEN-1110;Tortas de aceite Inés Rosales;Despensa;Aceites
GEN-1111;Tortas de aceite Inés Rosales sin azúcar;Despensa;Aceites
GEN-1112;Bizcocho de chocolate sin gluten;Frutas y Verduras;Verduras
GEN-1113;Magdalenas sin gluten;Panadería y Pastelería;Bollos
GEN-1114;Magdalenas integrales 0% azúcares añadidos;Panadería y Pastelería;Bollos
GEN-1115;Magdalenas al cacao;Panadería y Pastelería;Bollos
GEN-1116;Mantecadas;Panadería y Pastelería;Bollos
GEN-1117;Mini magdalenas con pepitas de chocolate con leche;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
GEN-1118;Caña de hojaldre rellena de crema sabor vainilla con cobertura de cacao;Desayuno y Snack;Café y cacaos
GEN-1119;Bizcocho;Panadería y Pastelería;Bollos
GEN-1120;Espiral al cacao;Desayuno y Snack;Café y cacaos
GEN-1121;Bizcocho con baño de cacao;Desayuno y Snack;Café y cacaos
GEN-1122;Coquito;Panadería y Pastelería;Bollos
GEN-1123;Rosquilla al cacao;Desayuno y Snack;Café y cacaos
GEN-1124;Hojaldre cabello de Ángel;Panadería y Pastelería;Bollos
GEN-1125;Rollo con sabor nata;Lácteos y Huevos;Mantequillas y Natas
GEN-1126;Rosquito frito con azúcar;Despensa;Azúcares y edulcorantes
GEN-1127;Rollo con sabor avellana;Desayuno y Snack;Frutos secos embasados
GEN-1128;Hojaldre relleno de crema sin azúcar añadido;Despensa;Azúcares y edulcorantes
GEN-1129;Hojaldre relleno de crema de cacao;Desayuno y Snack;Café y cacaos
GEN-1130;Pasta de almendra;Desayuno y Snack;Frutos secos embasados
GEN-1131;Rosquilla de cacao Caocream;Desayuno y Snack;Café y cacaos
GEN-1132;Yogur líquido de fresa;Frutas y Verduras;Fruta
GEN-1133;Bebida láctea de fresa y plátano;Frutas y Verduras;Fruta
GEN-1134;Bebida láctea de fresa;Frutas y Verduras;Fruta
GEN-1135;Bebida láctea de piña y coco;Frutas y Verduras;Fruta
GEN-1136;Bebida láctea de frutas del bosque;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
GEN-1137;Yogur líquido natural con azúcar de caña;Lácteos y Huevos;Yogures
GEN-1138;Yogur líquido desnatado Piña y Coco 0% MG 0% azúcares añadidos;Frutas y Verduras;Fruta
GEN-1139;Yogur líquido desnatado Frutos Silvestres 0% MG 0% azúcares añadidos;Lácteos y Huevos;Yogures
GEN-1140;Bebida láctea natural azucarada;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
GEN-1141;Bebida láctea desnatada sabor fresa +Proteínas 0% MG 20 g proteínas;Frutas y Verduras;Fruta
GEN-1142;Batido lácteo sabor chocolate +Proteínas 30 g proteínas;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
GEN-1143;Batido lácteo sabor vainilla +Proteínas 30 g proteínas;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
GEN-1144;Bebida láctea desnatada sabor tropical +Proteínas 0% MG 20 g proteínas;Lácteos y Huevos;Mantequillas y Natas
GEN-1145;Bebida láctea desnatada +Proteínas sabor açaí plátano 0% MG 20 g proteínas;Frutas y Verduras;Fruta
GEN-1146;Bebida láctea desnatada sabor fresa y plátano +Proteínas 0% MG 0% azúcares añadidos 17,4 g proteínas;Frutas y Verduras;Fruta
GEN-1147;Bebida láctea desnatada sabor stracciatella +Proteínas 0% azúcares añadidos 20 g proteínas;Lácteos y Huevos;Mantequillas y Natas
GEN-1148;Bebida láctea de fresa L-casei;Frutas y Verduras;Fruta
GEN-1149;Bebida láctea sabores L-casei;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
GEN-1150;Bebida láctea natural azucarada L-casei;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
GEN-1151;Bebida láctea de fresa L-casei 0% MG 0% azúcares añadidos;Frutas y Verduras;Fruta
GEN-1152;Bebida láctea natural Actimel;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
GEN-1153;Bebida láctea natural L-casei 0% MG 0% azúcares añadidos;Despensa;Azúcares y edulcorantes
GEN-1154;Bebida láctea natural Actimel 0% MG 0% azúcares añadidos;Despensa;Azúcares y edulcorantes
GEN-1155;Bebida láctea de fresa Cuidacol 0% azúcares añadidos;Frutas y Verduras;Verduras
GEN-1156;Bebida láctea de fresa Danacol 0% azúcares añadidos 0% MG;Frutas y Verduras;Verduras
GEN-1157;Bebida láctea natural Danacol 0% azúcares añadidos 0% MG;Frutas y Verduras;Verduras
GEN-1158;Bebida láctea tropical Danacol 0% azúcares añadidos 0% MG;Frutas y Verduras;Verduras
GEN-1159;Bebida láctea natural Cuidacol 0% azúcares añadidos;Frutas y Verduras;Verduras
GEN-1160;Bebida Kéfir de coco;Lácteos y Huevos;Yogures
GEN-1161;Bebida Kéfir natural 0% MG;Lácteos y Huevos;Yogures
GEN-1162;Bebida Kéfir de fresa y plátano;Frutas y Verduras;Fruta
GEN-1163;Jamoncitos de pollo congelados;Carnicería y Charcutería;Pollo
GEN-1164;Alas de pollo congeladas;Carnicería y Charcutería;Pollo
GEN-1165;Medallones preparado de solomillo cerdo congelados marinados;Carnicería y Charcutería;Cerdo
GEN-1166;Solomillo de pavo marinado congelado;Carnicería y Charcutería;Pavo
GEN-1167;Cuartos traseros de pollo congelados;Carnicería y Charcutería;Pollo
GEN-1168;Solomillo de cerdo marinado congelado;Carnicería y Charcutería;Cerdo
GEN-1169;Paletilla de lechal entera congelada;Carnicería y Charcutería;Cordero
GEN-1170;Pierna de lechal entera congelada;Carnicería y Charcutería;Cordero
GEN-1171;Chuletas cordero de lechal congeladas;Carnicería y Charcutería;Cordero
GEN-1172;Carrillada de cerdo congelada;Carnicería y Charcutería;Cerdo
GEN-1173;Carrillada de vacuno congelado;Carnicería y Charcutería;Vacuno
GEN-1174;Alas de pollo barbacoa congeladas;Carnicería y Charcutería;Pollo
GEN-1175;Jamoncitos de ala de pollo congelados;Carnicería y Charcutería;Pollo
GEN-1176;Yogur griego natural;Lácteos y Huevos;Yogures
GEN-1177;Yogur griego stracciatella;Lácteos y Huevos;Yogures
GEN-1178;Yogur griego sabor fresa;Frutas y Verduras;Fruta
GEN-1179;Yogur griego con fresa;Frutas y Verduras;Fruta
GEN-1180;Yogur griego natural con azúcar de caña;Lácteos y Huevos;Yogures
GEN-1181;Yogur griego con mango;Frutas y Verduras;Fruta
GEN-1182;Yogur griego natural ligero 2% MG;Lácteos y Huevos;Yogures
GEN-1183;Yogur griego natural ligero;Lácteos y Huevos;Yogures
GEN-1184;Yogur griego sabor limón;Frutas y Verduras;Fruta
GEN-1185;Compresa sin alas normal Classic;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1186;Compresa con alas noche plegada Classic;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1187;Compresa sin alas de incontinencia Maxi;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1188;Compresa con alas normal;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1189;Compresa con alas noche;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1190;Compresa sin alas de incontinencia Extra;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1191;Compresa sin alas normal plegada Classic;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1192;Compresa con alas super;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1193;Compresa sin alas super plegada Classic;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1194;Compresa con alas normal cotton like;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1195;Compresa sin alas de incontinencia Normal;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1196;Compresa con alas super cotton like fresh;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1197;Compresa sin alas normal;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1198;Compresa sin alas super;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1199;Compresa sin alas de incontinencia Mini;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1200;Compresa con alas normal Cotton;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1201;Compresa con alas super Cotton;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1202;Compresa sin alas de incontinencia Maxi Night;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1203;Compresa sin alas normal cotton like;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1204;Tarta carrot cake congelada;Panadería y Pastelería;Pasteles y Tartas
GEN-1205;Tarta red velvet congelada;Panadería y Pastelería;Pasteles y Tartas
GEN-1206;Tarta Ferrer bombón crujiente congelada;Panadería y Pastelería;Pasteles y Tartas
GEN-1207;Tarta tres chocolates congelada;Panadería y Pastelería;Pasteles y Tartas
GEN-1208;Mousse de queso congelado;Lácteos y Huevos;Quesos
GEN-1209;Tarta San Marcos congelada;Panadería y Pastelería;Pasteles y Tartas
GEN-1210;Tarta selva negra congelada;Panadería y Pastelería;Pasteles y Tartas
GEN-1211;Trenza hojaldre de mantequilla congelada;Lácteos y Huevos;Mantequillas y Natas
GEN-1212;Torrijas fritas congeladas;Congelados;Platos congelados preparados
GEN-1213;Tarta Cookies & Cream congelada;Panadería y Pastelería;Pasteles y Tartas
GEN-1214;Tarta de queso congelada;Lácteos y Huevos;Quesos
GEN-1215;Tarta delicia de fresa congelada;Frutas y Verduras;Fruta
GEN-1216;Tarta infantil animales congelada;Panadería y Pastelería;Pasteles y Tartas
GEN-1217;Tarta infantil Tesia and Friends congelada;Panadería y Pastelería;Pasteles y Tartas
GEN-1218;Tarta infantil balón de fútbol congelada;Panadería y Pastelería;Pasteles y Tartas
GEN-1219;Protegeslip normal Suave;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1220;Protegeslip y compresa 2 en 1 Suave;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1221;Protegeslip maxi Suave;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1222;Protegeslip normal;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1223;Protegeslip normal plegado Suave;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1224;Protegeslip Cotton flexiform Carefree regular + tanga;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1225;Protegeslip ultrafino Fresh;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1226;Protegeslip tanga Fresh;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1227;Protegeslip micro Fresh;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1228;Protegeslip de incontinencia pequeño;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1229;Protegeslip normal Dry;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1230;Protegeslip maxi Dry;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1231;Protegeslip normal Cotton;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1232;Protegeslip maxi Cotton;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1233;Tampones super Compak con aplicador;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1234;Tampones super plus Compak con aplicador;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1235;Tampones regular Compak con aplicador;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1236;Tampones super con aplicador suave;Cuidado personal e Higiene;Cremas y protectores
GEN-1237;Tampones regular con aplicador suave;Cuidado personal e Higiene;Cremas y protectores
GEN-1238;Tampones super plus con aplicador suave;Cuidado personal e Higiene;Cremas y protectores
GEN-1239;Tampones mini con aplicador suave;Cuidado personal e Higiene;Cremas y protectores
GEN-1240;Tampones regular 100% algodón;Cuidado personal e Higiene;Cremas y protectores
GEN-1241;Tampones super 100% algodón;Cuidado personal e Higiene;Cremas y protectores
GEN-1242;Tampones super plus 100% algodón;Cuidado personal e Higiene;Cremas y protectores
GEN-1243;Tampones regular Pearl con aplicador;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1244;Tampones super Pearl con aplicador;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1245;Tampones super plus Pearl con aplicador;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1246;Protector cama tamaño 60 x 90 cm;Hogar;Utensilios y consumibles de limpieza
GEN-1247;Pañal adulto braguita talla M Pants plus;Bebes;Pañales
GEN-1248;Pañal adulto braguita talla L Pants Plus;Bebes;Pañales
GEN-1249;Compresa de incontinencia Tena masculina;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1250;Pañal adulto talla M de 70-130 cm;Bebes;Pañales
GEN-1251;Pañal adulto talla L;Bebes;Pañales
GEN-1252;Toallitas íntimas cuidado diario;Bebes;Toallitas y algodón
GEN-1253;Toallitas íntimas monodosis;Bebes;Toallitas y algodón
GEN-1254;Gel de higiene íntima;Cuidado personal e Higiene;Higiene íntima femenina
GEN-1255;Gel de higiene íntima hidratante;Cuidado personal e Higiene;Cremas y protectores
GEN-1256;Pechuga de pavo bajo en sal finas lonchas;Frutas y Verduras;Verduras
GEN-1257;Pechuga de pavo finas lonchas;Carnicería y Charcutería;Pollo
GEN-1258;Salchichón de pavo extra lonchas;Carnicería y Charcutería;Pavo
GEN-1259;Longaniza de pavo extra lonchas;Carnicería y Charcutería;Pavo
GEN-1260;Tiras de pechuga pollo al horno;Carnicería y Charcutería;Pollo
GEN-1261;Jamón de pavo finas lonchas;Carnicería y Charcutería;Pavo
GEN-1262;Tiras de pechuga de pollo al natural;Carnicería y Charcutería;Pollo
GEN-1263;Pechuga de pollo braseada finas lonchas;Carnicería y Charcutería;Pollo
GEN-1264;Pechuga de pavo al horno de leña Campofrío lonchas;Carnicería y Charcutería;Pollo
GEN-1265;Pechuga 92% pavo lonchas;Carnicería y Charcutería;Pollo
GEN-1266;Pechuga de pavo lonchas muy finas;Carnicería y Charcutería;Pollo
GEN-1267;Pollo 97% relleno asado al horno lonchas;Carnicería y Charcutería;Pollo
GEN-1268;Jamón de pavo;Carnicería y Charcutería;Pavo
GEN-1269;Longaniza de pavo Imperial extra;Carnicería y Charcutería;Pavo
GEN-1270;Pechuguita de pollo 99% asada al horno lonchas;Carnicería y Charcutería;Pollo
GEN-1271;Maxi pavo finas lonchas;Carnicería y Charcutería;Pavo
GEN-1272;Lomo asado lonchas;Carnicería y Charcutería;Charcuteria
GEN-1273;Muslito de pollo 97% asado al horno lonchas;Carnicería y Charcutería;Pollo
GEN-1274;Mini muslo de pollo 98% asado al horno;Carnicería y Charcutería;Pollo
GEN-1275;Sticks longaniza de pavo extra;Carnicería y Charcutería;Pavo
GEN-1276;Jamón cocido extra finas lonchas;Carnicería y Charcutería;Charcuteria
GEN-1277;Jamón cocido lonchas;Carnicería y Charcutería;Charcuteria
GEN-1278;Jamón cocido sándwich lonchas;Carnicería y Charcutería;Charcuteria
GEN-1279;Maxi york finas lonchas;Carnicería y Charcutería;Charcuteria
GEN-1280;Jamón cocido extra lonchas;Carnicería y Charcutería;Charcuteria
GEN-1281;Jamón cocido jugoso;Carnicería y Charcutería;Charcuteria
GEN-1282;Jamón cocido braseado lonchas;Carnicería y Charcutería;Charcuteria
GEN-1283;Jamón cocido extra cortado a mano sabor ahumado;Carnicería y Charcutería;Charcuteria
GEN-1284;Magro de cerdo cocido Coren;Carnicería y Charcutería;Cerdo
GEN-1285;Maxi york;Carnicería y Charcutería;Charcuteria
GEN-1286;Lacón al horno lonchas;Carnicería y Charcutería;Charcuteria
GEN-1287;Pechuga de pollo 92% lonchas;Carnicería y Charcutería;Pollo
GEN-1288;Jamón cocido extra 50% raza ibérica lonchas;Carnicería y Charcutería;Charcuteria
GEN-1289;Jamón cocido extrafino lonchas;Carnicería y Charcutería;Charcuteria
GEN-1290;Nuez natural pelada;Desayuno y Snack;Frutos secos embasados
GEN-1291;Almendra natural;Desayuno y Snack;Frutos secos embasados
GEN-1292;Pistacho tostado con sal;Desayuno y Snack;Frutos secos embasados
GEN-1293;Pipas girasol tostadas gigante con sal;Desayuno y Snack;Galletas dulces
GEN-1294;Pistacho tostado 0% sal añadida;Desayuno y Snack;Frutos secos embasados
GEN-1295;Cacahuete frito con sal pelado;Desayuno y Snack;Frutos secos embasados
GEN-1296;Pipas girasol tostadas gigante aguasal;Bebidas;Agua
GEN-1297;Anacardo natural;Desayuno y Snack;Frutos secos embasados
GEN-1298;Palomitas de maíz con sal para microondas;Desayuno y Snack;Snack salados
GEN-1299;Anacardo frito salado;Desayuno y Snack;Frutos secos embasados
GEN-1300;Avellana tostada 0% sal añadida;Desayuno y Snack;Frutos secos embasados
GEN-1301;Almendra tostada y salada con piel;Desayuno y Snack;Frutos secos embasados
GEN-1302;Cacahuete frito y salado con piel;Desayuno y Snack;Frutos secos embasados
GEN-1303;Maíz frito crujiente y tierno;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
GEN-1304;Almendra frita y salada pelada;Desayuno y Snack;Frutos secos embasados
GEN-1305;Cacahuete tostado 0% sal añadida;Desayuno y Snack;Frutos secos embasados
GEN-1306;Almendra tostada 0% sal añadida con piel;Desayuno y Snack;Frutos secos embasados
GEN-1307;Maíz palomitas;Desayuno y Snack;Snack salados
GEN-1308;Maíz frito gigante;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
GEN-1309;Nuez macadamia tostada con sal;Desayuno y Snack;Frutos secos embasados
GEN-1310;Mezcla semillas;Desayuno y Snack;Frutos secos embasados
GEN-1311;Pipas de calabaza natural peladas;Frutas y Verduras;Verduras
GEN-1312;Castañas cocidas y peladas;Desayuno y Snack;Frutos secos embasados
GEN-1313;Cacahuete frito con miel;Desayuno y Snack;Mermelada y Miel
GEN-1314;Cacahuete tostado con sal;Desayuno y Snack;Frutos secos embasados
GEN-1315;Semillas de chía;Desayuno y Snack;Frutos secos embasados
GEN-1316;Pipas de girasol fritas peladas;Desayuno y Snack;Frutos secos embasados
GEN-1317;Palomitas de maíz sabor mantequilla para microondas;Lácteos y Huevos;Mantequillas y Natas
GEN-1318;Almendra natural sin piel;Desayuno y Snack;Frutos secos embasados
GEN-1319;Semillas sésamo tostado;Desayuno y Snack;Frutos secos embasados
GEN-1320;Pipas girasol barbacoa;Desayuno y Snack;Frutos secos embasados
GEN-1321;Pipas girasol naturales peladas;Desayuno y Snack;Frutos secos embasados
GEN-1322;Semillas lino dorado;Desayuno y Snack;Frutos secos embasados
GEN-1323;Nuez natural;Desayuno y Snack;Frutos secos embasados
GEN-1324;Pipas calabaza tostadas aguasal;Frutas y Verduras;Verduras
GEN-1325;Pipas girasol tostadas 0% sal añadida;Despensa;Sales
GEN-1326;Nuez de Brasil natural;Desayuno y Snack;Frutos secos embasados
GEN-1327;Pistacho natural pelado;Desayuno y Snack;Frutos secos embasados
GEN-1328;Nuez Pecana natural pelada;Desayuno y Snack;Frutos secos embasados
GEN-1329;Palomitas de maíz dulces para microondas;Desayuno y Snack;Snack salados
GEN-1330;Cacahuete tostado pelado 0% sal añadida;Desayuno y Snack;Frutos secos embasados
GEN-1331;Cacahuete +Proteínas en polvo desgrasado 14 g proteínas 70% reducido en grasa;Desayuno y Snack;Frutos secos embasados
GEN-1332;Nuez troceada pelada;Desayuno y Snack;Frutos secos embasados
