id_producto;nombre;categoria;subcategoria
ME-1102;Pan de leche;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
ME-1103;Bocaditos bañados al cacao;Desayuno y Snack;Café y cacaos
ME-1104;Sobaos;Panadería y Pastelería;Bollos
ME-1105;Crepes rellenos de chocolate;Frutas y Verduras;Verduras
ME-1106;Palmeritas;Panadería y Pastelería;Bollos
ME-1107;Gofres clásicos;Panadería y Pastelería;Bollos
ME-1108;Gofres con chocolate;Frutas y Verduras;Verduras
ME-1109;Napolitanas con relleno de cacao;Panadería y Pastelería;Bollos
ME-1110;Rosegones pasta de almendras;Desayuno y Snack;Frutos secos embasados
ME-1111;Bizcochos;Panadería y Pastelería;Bollos
ME-1112;Bizcochos de huevo;Lácteos y Huevos;Huevos
ME-1113;Napolitanas con relleno sabor crema;Panadería y Pastelería;Bollos
ME-1114;Tortas de aceite Inés Rosales;Despensa;Aceites
ME-1115;Tortas de aceite Inés Rosales sin azúcar;Despensa;Aceites
ME-1116;Bizcocho de chocolate sin gluten;Frutas y Verduras;Verduras
ME-1117;Magdalenas sin gluten;Panadería y Pastelería;Bollos
ME-1118;Magdalenas integrales 0% azúcares añadidos;Panadería y Pastelería;Bollos
ME-1119;Magdalenas al cacao;Panadería y Pastelería;Bollos
ME-1120;Mantecadas;Panadería y Pastelería;Bollos
ME-1121;Mini magdalenas con pepitas de chocolate con leche;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
ME-1122;Caña de hojaldre rellena de crema sabor vainilla con cobertura de cacao;Desayuno y Snack;Café y cacaos
ME-1123;Bizcocho;Panadería y Pastelería;Bollos
ME-1124;Espiral al cacao;Desayuno y Snack;Café y cacaos
ME-1125;Bizcocho con baño de cacao;Desayuno y Snack;Café y cacaos
ME-1126;Coquito;Panadería y Pastelería;Bollos
ME-1127;Rosquilla al cacao;Desayuno y Snack;Café y cacaos
ME-1128;Hojaldre cabello de Ángel;Panadería y Pastelería;Bollos
ME-1129;Rollo con sabor nata;Lácteos y Huevos;Mantequillas y Natas
ME-1130;Rosquito frito con azúcar;Despensa;Azúcares y edulcorantes
ME-1131;Rollo con sabor avellana;Desayuno y Snack;Frutos secos embasados
ME-1132;Hojaldre relleno de crema sin azúcar añadido;Despensa;Azúcares y edulcorantes
ME-1133;Hojaldre relleno de crema de cacao;Desayuno y Snack;Café y cacaos
ME-1134;Pasta de almendra;Desayuno y Snack;Frutos secos embasados
ME-1135;Rosquilla de cacao Caocream;Desayuno y Snack;Café y cacaos
ME-1136;Yogur líquido de fresa;Frutas y Verduras;Fruta
ME-1137;Bebida láctea de fresa y plátano;Frutas y Verduras;Fruta
ME-1138;Bebida láctea de fresa;Frutas y Verduras;Fruta
ME-1139;Bebida láctea de piña y coco;Frutas y Verduras;Fruta
ME-1140;Bebida láctea de frutas del bosque;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
ME-1141;Yogur líquido natural con azúcar de caña;Lácteos y Huevos;Yogures
ME-1142;Yogur líquido desnatado Piña y Coco 0% MG 0% azúcares añadidos;Frutas y Verduras;Fruta
ME-1143;Yogur líquido desnatado Frutos Silvestres 0% MG 0% azúcares añadidos;Lácteos y Huevos;Yogures
ME-1144;Bebida láctea natural azucarada;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
ME-1145;Bebida láctea desnatada sabor fresa +Proteínas 0% MG 20 g proteínas;Frutas y Verduras;Fruta
ME-1146;Batido lácteo sabor chocolate +Proteínas 30 g proteínas;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
ME-1147;Batido lácteo sabor vainilla +Proteínas 30 g proteínas;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
ME-1148;Bebida láctea desnatada sabor tropical +Proteínas 0% MG 20 g proteínas;Lácteos y Huevos;Mantequillas y Natas
ME-1149;Bebida láctea desnatada +Proteínas sabor açaí plátano 0% MG 20 g proteínas;Frutas y Verduras;Fruta
ME-1150;Bebida láctea desnatada sabor fresa y plátano +Proteínas 0% MG 0% azúcares añadidos 17,4 g proteínas;Frutas y Verduras;Fruta
ME-1151;Bebida láctea desnatada sabor stracciatella +Proteínas 0% azúcares añadidos 20 g proteínas;Lácteos y Huevos;Mantequillas y Natas
ME-1152;Bebida láctea de fresa L-casei;Frutas y Verduras;Fruta
ME-1153;Bebida láctea sabores L-casei;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
ME-1154;Bebida láctea natural azucarada L-casei;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
ME-1155;Bebida láctea de fresa L-casei 0% MG 0% azúcares añadidos;Frutas y Verduras;Fruta
ME-1156;Bebida láctea natural Actimel;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
ME-1157;Bebida láctea natural L-casei 0% MG 0% azúcares añadidos;Despensa;Azúcares y edulcorantes
ME-1158;Bebida láctea natural Actimel 0% MG 0% azúcares añadidos;Despensa;Azúcares y edulcorantes
ME-1159;Bebida láctea de fresa Cuidacol 0% azúcares añadidos;Frutas y Verduras;Verduras
ME-1160;Bebida láctea de fresa Danacol 0% azúcares añadidos 0% MG;Frutas y Verduras;Verduras
ME-1161;Bebida láctea natural Danacol 0% azúcares añadidos 0% MG;Frutas y Verduras;Verduras
ME-1162;Bebida láctea tropical Danacol 0% azúcares añadidos 0% MG;Frutas y Verduras;Verduras
ME-1163;Bebida láctea natural Cuidacol 0% azúcares añadidos;Frutas y Verduras;Verduras
ME-1164;Bebida Kéfir de coco;Lácteos y Huevos;Yogures
ME-1165;Bebida Kéfir natural 0% MG;Lácteos y Huevos;Yogures
ME-1166;Bebida Kéfir de fresa y plátano;Frutas y Verduras;Fruta
ME-1167;Jamoncitos de pollo congelados;Carnicería y Charcutería;Pollo
ME-1168;Alas de pollo congeladas;Carnicería y Charcutería;Pollo
ME-1169;Medallones preparado de solomillo cerdo congelados marinados;Carnicería y Charcutería;Cerdo
ME-1170;Solomillo de pavo marinado congelado;Carnicería y Charcutería;Pavo
ME-1171;Cuartos traseros de pollo congelados;Carnicería y Charcutería;Pollo
ME-1172;Solomillo de cerdo marinado congelado;Carnicería y Charcutería;Cerdo
ME-1173;Paletilla de lechal entera congelada;Carnicería y Charcutería;Cordero
ME-1174;Pierna de lechal entera congelada;Carnicería y Charcutería;Cordero
ME-1175;Chuletas cordero de lechal congeladas;Carnicería y Charcutería;Cordero
ME-1176;Carrillada de cerdo congelada;Carnicería y Charcutería;Cerdo
ME-1177;Carrillada de vacuno congelado;Carnicería y Charcutería;Vacuno
ME-1178;Alas de pollo barbacoa congeladas;Carnicería y Charcutería;Pollo
ME-1179;Jamoncitos de ala de pollo congelados;Carnicería y Charcutería;Pollo
ME-1180;Yogur griego natural;Lácteos y Huevos;Yogures
ME-1181;Yogur griego stracciatella;Lácteos y Huevos;Yogures
ME-1182;Yogur griego sabor fresa;Frutas y Verduras;Fruta
ME-1183;Yogur griego con fresa;Frutas y Verduras;Fruta
ME-1184;Yogur griego natural con azúcar de caña;Lácteos y Huevos;Yogures
ME-1185;Yogur griego con mango;Frutas y Verduras;Fruta
ME-1186;Yogur griego natural ligero 2% MG;Lácteos y Huevos;Yogures
ME-1187;Yogur griego natural ligero;Lácteos y Huevos;Yogures
ME-1188;Yogur griego sabor limón;Frutas y Verduras;Fruta
ME-1189;Compresa sin alas normal Classic;Cuidado personal e Higiene;Higiene íntima femenina
ME-1190;Compresa con alas noche plegada Classic;Cuidado personal e Higiene;Higiene íntima femenina
ME-1191;Compresa sin alas de incontinencia Maxi;Cuidado personal e Higiene;Higiene íntima femenina
ME-1192;Compresa con alas normal;Cuidado personal e Higiene;Higiene íntima femenina
ME-1193;Compresa con alas noche;Cuidado personal e Higiene;Higiene íntima femenina
ME-1194;Compresa sin alas de incontinencia Extra;Cuidado personal e Higiene;Higiene íntima femenina
ME-1195;Compresa sin alas normal plegada Classic;Cuidado personal e Higiene;Higiene íntima femenina
ME-1196;Compresa con alas super;Cuidado personal e Higiene;Higiene íntima femenina
ME-1197;Compresa sin alas super plegada Classic;Cuidado personal e Higiene;Higiene íntima femenina
ME-1198;Compresa con alas normal cotton like;Cuidado personal e Higiene;Higiene íntima femenina
ME-1199;Compresa sin alas de incontinencia Normal;Cuidado personal e Higiene;Higiene íntima femenina
ME-1200;Compresa con alas super cotton like fresh;Cuidado personal e Higiene;Higiene íntima femenina
ME-1201;Compresa con alas noche;Cuidado personal e Higiene;Higiene íntima femenina
ME-1202;Compresa sin alas normal;Cuidado personal e Higiene;Higiene íntima femenina
ME-1203;Compresa con alas normal;Cuidado personal e Higiene;Higiene íntima femenina
ME-1204;Compresa con alas super;Cuidado personal e Higiene;Higiene íntima femenina
ME-1205;Compresa sin alas super;Cuidado personal e Higiene;Higiene íntima femenina
ME-1206;Compresa sin alas de incontinencia Mini;Cuidado personal e Higiene;Higiene íntima femenina
ME-1207;Compresa con alas normal Cotton;Cuidado personal e Higiene;Higiene íntima femenina
ME-1208;Compresa con alas super Cotton;Cuidado personal e Higiene;Higiene íntima femenina
ME-1209;Compresa sin alas de incontinencia Maxi Night;Cuidado personal e Higiene;Higiene íntima femenina
ME-1210;Compresa sin alas normal cotton like;Cuidado personal e Higiene;Higiene íntima femenina
ME-1211;Tarta carrot cake congelada;Panadería y Pastelería;Pasteles y Tartas
ME-1212;Tarta red velvet congelada;Panadería y Pastelería;Pasteles y Tartas
ME-1213;Tarta Ferrer bombón crujiente congelada;Panadería y Pastelería;Pasteles y Tartas
ME-1214;Tarta tres chocolates congelada;Panadería y Pastelería;Pasteles y Tartas
ME-1215;Mousse de queso congelado;Lácteos y Huevos;Quesos
ME-1216;Tarta San Marcos congelada;Panadería y Pastelería;Pasteles y Tartas
ME-1217;Tarta selva negra congelada;Panadería y Pastelería;Pasteles y Tartas
ME-1218;Trenza hojaldre de mantequilla congelada;Lácteos y Huevos;Mantequillas y Natas
ME-1219;Torrijas fritas congeladas;Congelados;Platos congelados preparados
ME-1220;Tarta Cookies & Cream congelada;Panadería y Pastelería;Pasteles y Tartas
ME-1221;Tarta de queso congelada;Lácteos y Huevos;Quesos
ME-1222;Tarta delicia de fresa congelada;Frutas y Verduras;Fruta
ME-1223;Tarta infantil animales congelada;Panadería y Pastelería;Pasteles y Tartas
ME-1224;Tarta infantil Tesia and Friends congelada;Panadería y Pastelería;Pasteles y Tartas
ME-1225;Tarta infantil balón de fútbol congelada;Panadería y Pastelería;Pasteles y Tartas
ME-1226;Protegeslip normal Suave;Cuidado personal e Higiene;Higiene íntima femenina
ME-1227;Protegeslip y compresa 2 en 1 Suave;Cuidado personal e Higiene;Higiene íntima femenina
ME-1228;Protegeslip maxi Suave;Cuidado personal e Higiene;Higiene íntima femenina
ME-1229;Protegeslip normal;Cuidado personal e Higiene;Higiene íntima femenina
ME-1230;Protegeslip normal plegado Suave;Cuidado personal e Higiene;Higiene íntima femenina
ME-1231;Protegeslip Cotton flexiform Carefree regular + tanga;Cuidado personal e Higiene;Higiene íntima femenina
ME-1232;Protegeslip ultrafino Fresh;Cuidado personal e Higiene;Higiene íntima femenina
ME-1233;Protegeslip tanga Fresh;Cuidado personal e Higiene;Higiene íntima femenina
ME-1234;Protegeslip micro Fresh;Cuidado personal e Higiene;Higiene íntima femenina
ME-1235;Protegeslip de incontinencia pequeño;Cuidado personal e Higiene;Higiene íntima femenina
ME-1236;Protegeslip normal Dry;Cuidado personal e Higiene;Higiene íntima femenina
ME-1237;Protegeslip maxi Dry;Cuidado personal e Higiene;Higiene íntima femenina
ME-1238;Protegeslip normal Cotton;Cuidado personal e Higiene;Higiene íntima femenina
ME-1239;Protegeslip maxi Cotton;Cuidado personal e Higiene;Higiene íntima femenina
ME-1240;Tampones super Compak con aplicador;Cuidado personal e Higiene;Higiene íntima femenina
ME-1241;Tampones super plus Compak con aplicador;Cuidado personal e Higiene;Higiene íntima femenina
ME-1242;Tampones regular Compak con aplicador;Cuidado personal e Higiene;Higiene íntima femenina
ME-1243;Tampones super con aplicador suave;Cuidado personal e Higiene;Cremas y protectores
ME-1244;Tampones regular con aplicador suave;Cuidado personal e Higiene;Cremas y protectores
ME-1245;Tampones super plus con aplicador suave;Cuidado personal e Higiene;Cremas y protectores
ME-1246;Tampones mini con aplicador suave;Cuidado personal e Higiene;Cremas y protectores
ME-1247;Tampones regular 100% algodón;Cuidado personal e Higiene;Cremas y protectores
ME-1248;Tampones super 100% algodón;Cuidado personal e Higiene;Cremas y protectores
ME-1249;Tampones super plus 100% algodón;Cuidado personal e Higiene;Cremas y protectores
ME-1250;Tampones regular Pearl con aplicador;Cuidado personal e Higiene;Higiene íntima femenina
ME-1251;Tampones super Pearl con aplicador;Cuidado personal e Higiene;Higiene íntima femenina
ME-1252;Tampones super plus Pearl con aplicador;Cuidado personal e Higiene;Higiene íntima femenina
ME-1253;Protector cama tamaño 60 x 90 cm;Hogar;Utensilios y consumibles de limpieza
ME-1254;Pañal adulto braguita talla M Pants plus;Bebes;Pañales
ME-1255;Pañal adulto braguita talla L Pants Plus;Bebes;Pañales
ME-1256;Compresa de incontinencia Tena masculina;Cuidado personal e Higiene;Higiene íntima femenina
ME-1257;Pañal adulto talla M de 70-130 cm;Bebes;Pañales
ME-1258;Pañal adulto talla L;Bebes;Pañales
ME-1259;Toallitas íntimas cuidado diario;Bebes;Toallitas y algodón
ME-1260;Toallitas íntimas monodosis;Bebes;Toallitas y algodón
ME-1261;Gel de higiene íntima;Cuidado personal e Higiene;Higiene íntima femenina
ME-1262;Gel de higiene íntima hidratante;Cuidado personal e Higiene;Cremas y protectores
ME-1263;Pechuga de pavo bajo en sal finas lonchas;Frutas y Verduras;Verduras
ME-1264;Pechuga de pavo finas lonchas;Carnicería y Charcutería;Pollo
ME-1265;Pechuga de pavo finas lonchas;Carnicería y Charcutería;Pollo
ME-1266;Salchichón de pavo extra lonchas;Carnicería y Charcutería;Pavo
ME-1267;Longaniza de pavo extra lonchas;Carnicería y Charcutería;Pavo
ME-1268;Tiras de pechuga pollo al horno;Carnicería y Charcutería;Pollo
ME-1269;Jamón de pavo finas lonchas;Carnicería y Charcutería;Pavo
ME-1270;Tiras de pechuga de pollo al natural;Carnicería y Charcutería;Pollo
ME-1271;Pechuga de pollo braseada finas lonchas;Carnicería y Charcutería;Pollo
ME-1272;Pechuga de pavo al horno de leña Campofrío lonchas;Carnicería y Charcutería;Pollo
ME-1273;Pechuga 92% pavo lonchas;Carnicería y Charcutería;Pollo
ME-1274;Pechuga de pavo lonchas muy finas;Carnicería y Charcutería;Pollo
ME-1275;Pollo 97% relleno asado al horno lonchas;Carnicería y Charcutería;Pollo
ME-1276;Jamón de pavo;Carnicería y Charcutería;Pavo
ME-1277;Longaniza de pavo Imperial extra;Carnicería y Charcutería;Pavo
ME-1278;Pechuguita de pollo 99% asada al horno lonchas;Carnicería y Charcutería;Pollo
ME-1279;Maxi pavo finas lonchas;Carnicería y Charcutería;Pavo
ME-1280;Lomo asado lonchas;Carnicería y Charcutería;Charcuteria
ME-1281;Muslito de pollo 97% asado al horno lonchas;Carnicería y Charcutería;Pollo
ME-1282;Mini muslo de pollo 98% asado al horno;Carnicería y Charcutería;Pollo
ME-1283;Sticks longaniza de pavo extra;Carnicería y Charcutería;Pavo
ME-1284;Jamón cocido extra finas lonchas;Carnicería y Charcutería;Charcuteria
ME-1285;Jamón cocido lonchas;Carnicería y Charcutería;Charcuteria
ME-1286;Jamón cocido sándwich lonchas;Carnicería y Charcutería;Charcuteria
ME-1287;Maxi york finas lonchas;Carnicería y Charcutería;Charcuteria
ME-1288;Jamón cocido extra lonchas;Carnicería y Charcutería;Charcuteria
ME-1289;Jamón cocido jugoso;Carnicería y Charcutería;Charcuteria
ME-1290;Jamón cocido braseado lonchas;Carnicería y Charcutería;Charcuteria
ME-1291;Jamón cocido extra cortado a mano sabor ahumado;Carnicería y Charcutería;Charcuteria
ME-1292;Magro de cerdo cocido Coren;Carnicería y Charcutería;Cerdo
ME-1293;Maxi york;Carnicería y Charcutería;Charcuteria
ME-1294;Lacón al horno lonchas;Carnicería y Charcutería;Charcuteria
ME-1295;Pechuga de pollo 92% lonchas;Carnicería y Charcutería;Pollo
ME-1296;Jamón cocido extra 50% raza ibérica lonchas;Carnicería y Charcutería;Charcuteria
ME-1297;Jamón cocido extrafino lonchas;Carnicería y Charcutería;Charcuteria
ME-1298;Nuez natural pelada;Desayuno y Snack;Frutos secos embasados
ME-1299;Almendra natural;Desayuno y Snack;Frutos secos embasados
ME-1300;Pistacho tostado con sal;Desayuno y Snack;Frutos secos embasados
ME-1301;Pipas girasol tostadas gigante con sal;Desayuno y Snack;Galletas dulces
ME-1302;Pistacho tostado 0% sal añadida;Desayuno y Snack;Frutos secos embasados
ME-1303;Cacahuete frito con sal pelado;Desayuno y Snack;Frutos secos embasados
ME-1304;Pipas girasol tostadas gigante aguasal;Bebidas;Agua
ME-1305;Anacardo natural;Desayuno y Snack;Frutos secos embasados
ME-1306;Palomitas de maíz con sal para microondas;Desayuno y Snack;Snack salados
ME-1307;Anacardo frito salado;Desayuno y Snack;Frutos secos embasados
ME-1308;Avellana tostada 0% sal añadida;Desayuno y Snack;Frutos secos embasados
ME-1309;Almendra tostada y salada con piel;Desayuno y Snack;Frutos secos embasados
ME-1310;Cacahuete frito y salado con piel;Desayuno y Snack;Frutos secos embasados
ME-1311;Maíz frito crujiente y tierno;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
ME-1312;Almendra frita y salada pelada;Desayuno y Snack;Frutos secos embasados
ME-1313;Cacahuete tostado 0% sal añadida;Desayuno y Snack;Frutos secos embasados
ME-1314;Almendra tostada 0% sal añadida con piel;Desayuno y Snack;Frutos secos embasados
ME-1315;Maíz palomitas;Desayuno y Snack;Snack salados
ME-1316;Maíz frito gigante;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
ME-1317;Nuez macadamia tostada con sal;Desayuno y Snack;Frutos secos embasados
ME-1318;Mezcla semillas;Desayuno y Snack;Frutos secos embasados
ME-1319;Pipas de calabaza natural peladas;Frutas y Verduras;Verduras
ME-1320;Castañas cocidas y peladas;Desayuno y Snack;Frutos secos embasados
ME-1321;Cacahuete frito con miel;Desayuno y Snack;Mermelada y Miel
ME-1322;Cacahuete tostado con sal;Desayuno y Snack;Frutos secos embasados
ME-1323;Semillas de chía;Desayuno y Snack;Frutos secos embasados
ME-1324;Pipas de girasol fritas peladas;Desayuno y Snack;Frutos secos embasados
ME-1325;Palomitas de maíz sabor mantequilla para microondas;Lácteos y Huevos;Mantequillas y Natas
ME-1326;Almendra natural sin piel;Desayuno y Snack;Frutos secos embasados
ME-1327;Semillas sésamo tostado;Desayuno y Snack;Frutos secos embasados
ME-1328;Pipas girasol barbacoa;Desayuno y Snack;Frutos secos embasados
ME-1329;Pipas girasol naturales peladas;Desayuno y Snack;Frutos secos embasados
ME-1330;Semillas lino dorado;Desayuno y Snack;Frutos secos embasados
ME-1331;Nuez natural;Desayuno y Snack;Frutos secos embasados
ME-1332;Pipas calabaza tostadas aguasal;Frutas y Verduras;Verduras
ME-1333;Pipas girasol tostadas 0% sal añadida;Despensa;Sales
ME-1334;Nuez de Brasil natural;Desayuno y Snack;Frutos secos embasados
ME-1335;Pistacho natural pelado;Desayuno y Snack;Frutos secos embasados
ME-1336;Nuez Pecana natural pelada;Desayuno y Snack;Frutos secos embasados
ME-1337;Palomitas de maíz dulces para microondas;Desayuno y Snack;Snack salados
ME-1338;Cacahuete tostado pelado 0% sal añadida;Desayuno y Snack;Frutos secos embasados
ME-1339;Cacahuete +Proteínas en polvo desgrasado 14 g proteínas 70% reducido en grasa;Desayuno y Snack;Frutos secos embasados
ME-1340;Nuez troceada pelada;Desayuno y Snack;Frutos secos embasados
ME-1341;Habas fritas con sal;Despensa;Sales
ME-1342;Cocktail mezcla;Desayuno y Snack;Frutos secos embasados
ME-1343;Combinado frutos secos, frutas desecadas y semillas de calabaza;Frutas y Verduras;Verduras
ME-1344;Cocktail crunchy sabores;Desayuno y Snack;Frutos secos embasados
ME-1345;Cocktail rodeo;Desayuno y Snack;Frutos secos embasados
ME-1346;Cocktail natural;Desayuno y Snack;Frutos secos embasados
ME-1347;Cocktail tostado 0% sal añadida;Despensa;Sales
ME-1348;Cocktail tostado y ahumado;Desayuno y Snack;Frutos secos embasados
ME-1349;Cocktail fruta deshidratada;Desayuno y Snack;Frutos secos embasados
ME-1350;Cocktail rumba;Desayuno y Snack;Frutos secos embasados
ME-1351;Pasas sultanas sin semillas;Desayuno y Snack;Frutos secos embasados
ME-1352;Pasas moscatel sin semillas;Desayuno y Snack;Frutos secos embasados
ME-1353;Mango deshidratado;Frutas y Verduras;Fruta
ME-1354;Ciruelas desecadas sin hueso;Frutas y Verduras;Fruta
ME-1355;Arándanos deshidratados;Frutas y Verduras;Fruta
ME-1356;Orejones albaricoque;Frutas y Verduras;Fruta
ME-1357;Dátiles en rama;Desayuno y Snack;Frutos secos embasados
ME-1358;Dátiles Medjoul con hueso;Desayuno y Snack;Frutos secos embasados
ME-1359;Dátiles desecados sin hueso;Desayuno y Snack;Frutos secos embasados
ME-1360;Harina de trigo;Despensa;Harinas
ME-1361;Harina de trigo grande;Despensa;Harinas
ME-1362;Harina de fuerza;Despensa;Harinas
ME-1363;Preparado para repostería con impulsor incorporado;Frutas y Verduras;Verduras
ME-1364;Harina de maíz blanco precocida;Bebidas;Vino
ME-1365;Harina fina de maíz;Despensa;Harinas
ME-1366;Harina integral de trigo;Despensa;Harinas
ME-1367;Preparado para pizzas;Congelados;Platos congelados preparados
ME-1368;Harina de espelta 100% integral;Despensa;Harinas
ME-1369;Harina semolosa de trigo especial para fritos;Despensa;Harinas
ME-1370;Harina de arroz;Despensa;Arroz, pasta y quinoa
ME-1371;Sémola de trigo;Despensa;Harinas
ME-1372;Preparado para repostería y panificación;Frutas y Verduras;Verduras
ME-1373;Harina de garbanzo;Despensa;Legumbres secas
ME-1374;Levadura fresca;Despensa;Harinas
ME-1375;Chocolate negro fundir;Frutas y Verduras;Verduras
ME-1376;Impulsor gasificante en polvo uso alimentario;Despensa;Harinas
ME-1377;Impulsor gasificante repostería para uso alimentario;Despensa;Harinas
ME-1378;Gelatina neutra en láminas;Despensa;Harinas
ME-1379;Preparado en polvo cuajada azucarada sabor lácteo;Frutas y Verduras;Verduras
ME-1380;Gotas de chocolate negro para fundir;Frutas y Verduras;Verduras
ME-1381;Preparado en polvo flan;Lácteos y Huevos;Postres lácteos
ME-1382;Chocolate blanco fundir;Bebidas;Vino
ME-1383;Preparado en polvo flanes y natillas Maizena Potax;Lácteos y Huevos;Postres lácteos
ME-1384;Aroma de vainilla;Despensa;Especias e hierbas secas
ME-1385;Preparado en polvo natillas;Lácteos y Huevos;Postres lácteos
ME-1386;Chocolate negro 70% cacao fundir 0% azúcares añadidos;Desayuno y Snack;Café y cacaos
ME-1387;Chocolate con leche fundir;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
ME-1388;Levadura de panadería;Despensa;Harinas
ME-1389;Preparado en polvo instantáneo para crepes;Frutas y Verduras;Verduras
ME-1390;Preparado en polvo gelatina frutos rojos 0% azúcares;Despensa;Azúcares y edulcorantes
ME-1391;Preparado en polvo gelatina cereza;Frutas y Verduras;Fruta
ME-1392;Preparado en polvo gelatina fresa;Frutas y Verduras;Fruta
ME-1393;Preparado en polvo gelatina maracuyá;Frutas y Verduras;Verduras
ME-1394;Masa fresca hojaldre;Panadería y Pastelería;Bollos
ME-1395;Masa para empanadillas y postres;Despensa;Harinas
ME-1396;Masa fresca hojaldre con mantequilla;Lácteos y Huevos;Mantequillas y Natas
ME-1397;Masa fresca quebrada brisa;Despensa;Harinas
ME-1398;Masa fresca empanada;Despensa;Harinas
ME-1399;Masa de hojaldre sin gluten;Panadería y Pastelería;Bollos
ME-1400;Masa filo;Despensa;Harinas
ME-1401;Masa gruesa para empanadas estilo Argentino;Despensa;Harinas
ME-1402;Bandas de cera facial piel sensible;Cuidado personal e Higiene;Cremas y protectores
ME-1403;Bandas de cera especial piernas piel sensible;Cuidado personal e Higiene;Cremas y protectores
ME-1404;Crema depilatoria hombre piel normal;Conservas y Enlatados;Sopas, cremas y otros preparados
ME-1405;Crema depilatoria mujer para el cuerpo piel sensible;Conservas y Enlatados;Sopas, cremas y otros preparados
ME-1406;Crema decolorante rostro y cuerpo piel sensible;Conservas y Enlatados;Sopas, cremas y otros preparados
ME-1407;Cera caliente en tarro piel sensible;Cuidado personal e Higiene;Cremas y protectores
ME-1408;Cera facial caliente en tarro piel sensible;Cuidado personal e Higiene;Cremas y protectores
ME-1409;Gel para depilar con cuchilla piel sensible;Cuidado personal e Higiene;Productos de afeitado
ME-1410;Crema depilatoria facial piel sensible;Conservas y Enlatados;Sopas, cremas y otros preparados
ME-1411;Pinza de cejas oblicua;Cuidado personal e Higiene;Cremas y protectores
ME-1412;Pinza de cejas recta;Cuidado personal e Higiene;Cremas y protectores
ME-1413;Maquinillas depilación desechables Body 2 hojas;Cuidado personal e Higiene;Productos de afeitado
ME-1414;Maquinillas depilación Body 3 hojas;Cuidado personal e Higiene;Productos de afeitado
ME-1415;Maquinillas depilación desechables Venus Colors 3 hojas;Cuidado personal e Higiene;Productos de afeitado
ME-1416;Maquinilla depilación recargable Venus Comfortglide Breeze 3 hojas;Cuidado personal e Higiene;Productos de afeitado
ME-1417;Recambios maquinilla depilación Venus Comfortglide Breeze 3 hojas;Cuidado personal e Higiene;Productos de afeitado
ME-1418;Recambios maquinilla depilación Wilkinson Hydro Silk 5 hojas;Cuidado personal e Higiene;Productos de afeitado
ME-1419;Maquinilla depilación recargable Body System 6 hojas;Cuidado personal e Higiene;Productos de afeitado
ME-1420;Recambios maquinilla depilación Body System 6 hojas;Cuidado personal e Higiene;Productos de afeitado
ME-1421;Cuchillas para perfilar cejas y vello facial;Cuidado personal e Higiene;Productos de afeitado
ME-1422;Aceitunas verdes rellenas de anchoa;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
ME-1423;Aceitunas verdes sin hueso;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
ME-1424;Aceitunas verdes rellenas de anchoa reducidas en sal;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
ME-1425;Aceitunas verdes Chupadedos Huerta de Barros partidas aliñadas;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
ME-1426;Aceitunas verdes Gazpacha partidas;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
ME-1427;Aceitunas verdes estilo casero partidas aliñadas;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
ME-1428;Aceitunas verdes sin hueso aliñadas;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
ME-1429;Aceitunas verdes rellenas de jalapeño;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
ME-1430;Aceitunas verdes campo real Guerra;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
ME-1431;Aceitunas verdes con hueso;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
ME-1432;Aceitunas verdes Picadedos sin hueso aliñadas;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
ME-1433;Aceitunas manzanilla sabor anchoa con hueso;Desayuno y Snack;Té e infusiones
ME-1434;Aceitunas verdes rellenas de pepinillo;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
ME-1435;Aceitunas verdes rellenas de pimiento asado;Frutas y Verduras;Verduras
ME-1436;Aceitunas verdes partidas XXL Olives Garcia;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
ME-1437;Aceitunas negras sin hueso;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
ME-1438;Aceitunas negras de Aragón Campo Nature;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
